+-------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+-----------+-------------+-----------+--------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| COUNT |  MIN  |  MAX  |   SUM   |  AVG  |  P1   |  P50  |  P99  | STDDEV | MIN(BODY) | MAX(BODY) |  SUM(BODY)  | AVG(BODY) | METHOD |                                                                                                           URI                                                                                                            |
|     1 | 0.810 | 0.810 |   0.810 | 0.810 | 0.810 | 0.810 | 0.810 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=mahito&keyword=%E5%AF%BA%E6%B3%8A%E7%94%BA                                                                                                                                                                   |
|     1 | 0.810 | 0.810 |   0.810 | 0.810 | 0.810 | 0.810 | 0.810 |  0.000 |  5270.000 |  5270.000 |    5270.000 |  5270.000 | GET    | /keyword/%E6%98%8E%E5%B8%9D%20%28%E6%9D%B1%E6%99%8B%29                                                                                                                                                                   |
|     1 | 0.806 | 0.806 |   0.806 | 0.806 | 0.806 | 0.806 | 0.806 |  0.000 |  6886.000 |  6886.000 |    6886.000 |  6886.000 | GET    | /keyword/%E9%B3%A5%E5%8F%96%E7%9C%8C%E9%81%93287%E5%8F%B7%E6%B2%B3%E5%8E%9F%E9%83%A1%E5%AE%B6%E7%B7%9A                                                                                                                   |
|     1 | 0.803 | 0.803 |   0.803 | 0.803 | 0.803 | 0.803 | 0.803 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=hamano&keyword=%E8%97%AA%E7%94%B0%E6%9D%91                                                                                                                                                                   |
|     1 | 0.802 | 0.802 |   0.802 | 0.802 | 0.802 | 0.802 | 0.802 |  0.000 | 12520.000 | 12520.000 |   12520.000 | 12520.000 | GET    | /keyword/%E3%82%AD%E3%83%84%E3%83%8D%E7%9B%AE%E3%81%AE%E7%94%B7                                                                                                                                                          |
|     1 | 0.797 | 0.797 |   0.797 | 0.797 | 0.797 | 0.797 | 0.797 |  0.000 |  6426.000 |  6426.000 |    6426.000 |  6426.000 | GET    | /keyword/%E6%BB%9D%E9%87%8E%E7%94%BA                                                                                                                                                                                     |
|     1 | 0.796 | 0.796 |   0.796 | 0.796 | 0.796 | 0.796 | 0.796 |  0.000 |  6213.000 |  6213.000 |    6213.000 |  6213.000 | GET    | /keyword/%E7%99%BD%E4%BA%95%E9%9D%99%E9%9B%84                                                                                                                                                                            |
|     1 | 0.795 | 0.795 |   0.795 | 0.795 | 0.795 | 0.795 | 0.795 |  0.000 | 40877.000 | 40877.000 |   40877.000 | 40877.000 | GET    | /?page=76                                                                                                                                                                                                                |
|     1 | 0.795 | 0.795 |   0.795 | 0.795 | 0.795 | 0.795 | 0.795 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=kamipo&keyword=%E3%82%B7%E3%83%AA%E3%82%A2%E3%83%A9%E3%82%A4%E3%82%BA                                                                                                                                        |
|     1 | 0.790 | 0.790 |   0.790 | 0.790 | 0.790 | 0.790 | 0.790 |  0.000 |   335.000 |   335.000 |     335.000 |   335.000 | POST   | /stars?user=kamipo&keyword=2%E6%9C%8819%E6%97%A5                                                                                                                                                                         |
|     1 | 0.786 | 0.786 |   0.786 | 0.786 | 0.786 | 0.786 | 0.786 |  0.000 |   335.000 |   335.000 |     335.000 |   335.000 | POST   | /stars?user=horiuchi&keyword=%E7%AB%8B%E5%8E%9F%E3%81%82%E3%82%86%E3%81%BF                                                                                                                                               |
|     1 | 0.785 | 0.785 |   0.785 | 0.785 | 0.785 | 0.785 | 0.785 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=horiuchi&keyword=G15                                                                                                                                                                                         |
|     1 | 0.782 | 0.782 |   0.782 | 0.782 | 0.782 | 0.782 | 0.782 |  0.000 | 27225.000 | 27225.000 |   27225.000 | 27225.000 | GET    | /keyword/%E3%83%A6%E3%83%BC%E3%83%AA%E3%83%A4%E3%83%BB%E3%83%86%E3%82%A3%E3%83%A2%E3%82%B7%E3%82%A7%E3%83%B3%E3%82%B3                                                                                                    |
|     1 | 0.781 | 0.781 |   0.781 | 0.781 | 0.781 | 0.781 | 0.781 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sixeight&keyword=%E8%8F%85%E5%B1%B1%E3%81%8B%E3%81%8A%E3%82%8B                                                                                                                                               |
|     1 | 0.780 | 0.780 |   0.780 | 0.780 | 0.780 | 0.780 | 0.780 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=shmorimo&keyword=%E5%85%B5%E5%BA%AB%E7%9C%8C%E9%81%93%E3%83%BB%E4%BA%AC%E9%83%BD%E5%BA%9C%E9%81%9363%E5%8F%B7%E5%B1%B1%E6%9D%B1%E5%A4%A7%E6%B1%9F%E7%B7%9A                                                   |
|     1 | 0.773 | 0.773 |   0.773 | 0.773 | 0.773 | 0.773 | 0.773 |  0.000 |  3469.000 |  3469.000 |    3469.000 |  3469.000 | GET    | /keyword/710%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 0.770 | 0.770 |   0.770 | 0.770 | 0.770 | 0.770 | 0.770 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sotsa&keyword=%E5%85%B5%E5%BA%AB%E7%9C%8C%E9%81%93255%E5%8F%B7%E4%B8%8A%E6%9D%91%E9%A4%8A%E7%88%B6%E7%B7%9A                                                                                                  |
|     1 | 0.768 | 0.768 |   0.768 | 0.768 | 0.768 | 0.768 | 0.768 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sixeight&keyword=%E4%BA%95%E4%B8%8A%E6%95%8F%E5%A4%AB                                                                                                                                                        |
|     1 | 0.759 | 0.759 |   0.759 | 0.759 | 0.759 | 0.759 | 0.759 |  0.000 | 10566.000 | 10566.000 |   10566.000 | 10566.000 | GET    | /keyword/%E6%B5%B8%E9%80%8F%E5%9C%A7                                                                                                                                                                                     |
|     1 | 0.756 | 0.756 |   0.756 | 0.756 | 0.756 | 0.756 | 0.756 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=takuji&keyword=%E5%B7%A8%E5%A4%A7%E5%9F%BA%E6%95%B0                                                                                                                                                          |
|     1 | 0.755 | 0.755 |   0.755 | 0.755 | 0.755 | 0.755 | 0.755 |  0.000 | 45321.000 | 45321.000 |   45321.000 | 45321.000 | GET    | /keyword/%E3%82%A4%E3%83%BC%E3%82%B8%E3%82%B9%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0                                                                                                                                        |
|     1 | 0.753 | 0.753 |   0.753 | 0.753 | 0.753 | 0.753 | 0.753 |  0.000 | 10186.000 | 10186.000 |   10186.000 | 10186.000 | GET    | /keyword/%E3%83%AD%E3%83%99%E3%83%AB%E3%83%88%E3%83%BB%E3%82%B3%E3%83%83%E3%83%9B                                                                                                                                        |
|     1 | 0.747 | 0.747 |   0.747 | 0.747 | 0.747 | 0.747 | 0.747 |  0.000 |  9550.000 |  9550.000 |    9550.000 |  9550.000 | GET    | /keyword/135%20%28%E3%83%90%E3%83%B3%E3%83%89%29                                                                                                                                                                         |
|     1 | 0.741 | 0.741 |   0.741 | 0.741 | 0.741 | 0.741 | 0.741 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sojiro&keyword=%E8%BC%AA%E7%8A%B6%E7%94%B2%E7%8A%B6%E7%AD%8B                                                                                                                                                 |
|     1 | 0.739 | 0.739 |   0.739 | 0.739 | 0.739 | 0.739 | 0.739 |  0.000 | 14896.000 | 14896.000 |   14896.000 | 14896.000 | GET    | /keyword/%E8%88%9E%E9%B6%B4%E9%8E%AE%E5%AE%88%E5%BA%9C                                                                                                                                                                   |
|     1 | 0.737 | 0.737 |   0.737 | 0.737 | 0.737 | 0.737 | 0.737 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=hamano&keyword=742%E5%B9%B4                                                                                                                                                                                  |
|     1 | 0.736 | 0.736 |   0.736 | 0.736 | 0.736 | 0.736 | 0.736 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sojiro&keyword=%E5%86%85%E7%94%B0%E4%BF%AE%E5%B9%B3                                                                                                                                                          |
|     1 | 0.733 | 0.733 |   0.733 | 0.733 | 0.733 | 0.733 | 0.733 |  0.000 |  5956.000 |  5956.000 |    5956.000 |  5956.000 | GET    | /keyword/%E3%83%9B%E3%83%B3%E3%83%80%E3%82%A2%E3%82%AF%E3%82%BB%E3%82%B9                                                                                                                                                 |
|     1 | 0.731 | 0.731 |   0.731 | 0.731 | 0.731 | 0.731 | 0.731 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=yumatsumo&keyword=%E5%8C%97%E6%B5%B7%E9%81%93%E3%81%AE%E5%86%8D%E9%96%8B%E7%99%BA%E3%81%AE%E4%B8%80%E8%A6%A7                                                                                                 |
|     1 | 0.731 | 0.731 |   0.731 | 0.731 | 0.731 | 0.731 | 0.731 |  0.000 |  7403.000 |  7403.000 |    7403.000 |  7403.000 | GET    | /keyword/%E3%83%95%E3%83%AD%E3%83%A0%E3%83%AF%E3%83%B3                                                                                                                                                                   |
|     1 | 0.729 | 0.729 |   0.729 | 0.729 | 0.729 | 0.729 | 0.729 |  0.000 |   335.000 |   335.000 |     335.000 |   335.000 | POST   | /stars?user=takuji&keyword=%E4%BB%AE%E9%9D%A2%E3%83%8E%E3%83%AA%E3%83%80%E3%83%BC                                                                                                                                        |
|     1 | 0.725 | 0.725 |   0.725 | 0.725 | 0.725 | 0.725 | 0.725 |  0.000 |  4057.000 |  4057.000 |    4057.000 |  4057.000 | GET    | /keyword/975%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 0.724 | 0.724 |   0.724 | 0.724 | 0.724 | 0.724 | 0.724 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=shmorimo&keyword=%E5%8D%97%E8%9F%B9%E8%B0%B7%E6%9D%91                                                                                                                                                        |
|     1 | 0.723 | 0.723 |   0.723 | 0.723 | 0.723 | 0.723 | 0.723 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=shmorimo&keyword=%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B9TODAY                                                                                                                                                   |
|     1 | 0.722 | 0.722 |   0.722 | 0.722 | 0.722 | 0.722 | 0.722 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=yumatsumo&keyword=%E9%9E%8D%E6%8E%9B%E5%B1%B1                                                                                                                                                                |
|     1 | 0.719 | 0.719 |   0.719 | 0.719 | 0.719 | 0.719 | 0.719 |  0.000 |  2997.000 |  2997.000 |    2997.000 |  2997.000 | GET    | /keyword/%E9%A6%96%E6%8A%98%E3%82%8C%E9%AF%96                                                                                                                                                                            |
|     1 | 0.718 | 0.718 |   0.718 | 0.718 | 0.718 | 0.718 | 0.718 |  0.000 |  3131.000 |  3131.000 |    3131.000 |  3131.000 | GET    | /keyword/%E9%81%A0%E8%BB%BD%E5%8C%97%E8%A6%8B%E9%81%93%E8%B7%AF                                                                                                                                                          |
|     1 | 0.715 | 0.715 |   0.715 | 0.715 | 0.715 | 0.715 | 0.715 |  0.000 |  4010.000 |  4010.000 |    4010.000 |  4010.000 | GET    | /keyword/%E3%82%AB%E3%83%AC%E3%83%BC%E3%83%A9%E3%82%A4%E3%82%B9%E3%81%AE%E5%A5%B3                                                                                                                                        |
|     1 | 0.715 | 0.715 |   0.715 | 0.715 | 0.715 | 0.715 | 0.715 |  0.000 |   335.000 |   335.000 |     335.000 |   335.000 | POST   | /stars?user=shmorimo&keyword=Sather                                                                                                                                                                                      |
|     1 | 0.710 | 0.710 |   0.710 | 0.710 | 0.710 | 0.710 | 0.710 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sojiro&keyword=%E5%8C%97%E6%B6%88%E9%98%B2%E7%BD%B2                                                                                                                                                          |
|     1 | 0.709 | 0.709 |   0.709 | 0.709 | 0.709 | 0.709 | 0.709 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=kamipo&keyword=992%E5%B9%B4                                                                                                                                                                                  |
|     1 | 0.707 | 0.707 |   0.707 | 0.707 | 0.707 | 0.707 | 0.707 |  0.000 |  3587.000 |  3587.000 |    3587.000 |  3587.000 | GET    | /keyword/373%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 0.702 | 0.702 |   0.702 | 0.702 | 0.702 | 0.702 | 0.702 |  0.000 | 14301.000 | 14301.000 |   14301.000 | 14301.000 | GET    | /keyword/%E7%BE%8E%E6%B5%9C%E5%8C%BA                                                                                                                                                                                     |
|     1 | 0.702 | 0.702 |   0.702 | 0.702 | 0.702 | 0.702 | 0.702 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=shmorimo&keyword=CCE                                                                                                                                                                                         |
|     1 | 0.698 | 0.698 |   0.698 | 0.698 | 0.698 | 0.698 | 0.698 |  0.000 |  3811.000 |  3811.000 |    3811.000 |  3811.000 | GET    | /keyword/%E6%AF%9B%E5%88%A9%E9%AB%98%E6%B3%B0                                                                                                                                                                            |
|     1 | 0.698 | 0.698 |   0.698 | 0.698 | 0.698 | 0.698 | 0.698 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=yumatsumo&keyword=%E8%A6%B3%E9%9F%B3%E6%A9%8B                                                                                                                                                                |
|     1 | 0.698 | 0.698 |   0.698 | 0.698 | 0.698 | 0.698 | 0.698 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sixeight&keyword=%E5%85%B5%E5%BA%AB%E7%9C%8C%E9%81%93%E3%83%BB%E4%BA%AC%E9%83%BD%E5%BA%9C%E9%81%9363%E5%8F%B7%E5%B1%B1%E6%9D%B1%E5%A4%A7%E6%B1%9F%E7%B7%9A                                                   |
|     1 | 0.693 | 0.693 |   0.693 | 0.693 | 0.693 | 0.693 | 0.693 |  0.000 |  3934.000 |  3934.000 |    3934.000 |  3934.000 | GET    | /keyword/%E3%83%88%E3%83%BC%E3%83%AA%E3%83%BC%E5%85%9A                                                                                                                                                                   |
|     1 | 0.691 | 0.691 |   0.691 | 0.691 | 0.691 | 0.691 | 0.691 |  0.000 |  8926.000 |  8926.000 |    8926.000 |  8926.000 | GET    | /keyword/%E3%82%B2%E3%82%AA%E3%83%AB%E3%82%AF%E3%83%BB%E3%83%B4%E3%82%A3%E3%83%AB%E3%83%98%E3%83%AB%E3%83%A0%20%28%E3%83%96%E3%83%A9%E3%83%B3%E3%83%87%E3%83%B3%E3%83%96%E3%83%AB%E3%82%AF%E9%81%B8%E5%B8%9D%E4%BE%AF%29 |
|     1 | 0.688 | 0.688 |   0.688 | 0.688 | 0.688 | 0.688 | 0.688 |  0.000 |  7445.000 |  7445.000 |    7445.000 |  7445.000 | GET    | /keyword/%E6%81%8B%E8%B7%AF%E9%A7%85                                                                                                                                                                                     |
|     1 | 0.685 | 0.685 |   0.685 | 0.685 | 0.685 | 0.685 | 0.685 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=takuji&keyword=%E5%BA%83%E5%B3%B6%E5%B8%82%E9%81%93%E6%A8%AA%E5%B7%9D%E6%B1%9F%E6%B3%A2%E7%B7%9A                                                                                                             |
|     1 | 0.684 | 0.684 |   0.684 | 0.684 | 0.684 | 0.684 | 0.684 |  0.000 | 16817.000 | 16817.000 |   16817.000 | 16817.000 | GET    | /keyword/%E5%9C%B0%E5%9B%B3%E3%81%AE%E4%B8%80%E8%A6%A7-%E6%97%A5%E6%9C%AC-%E5%8C%97%E6%B5%B7%E9%81%93                                                                                                                    |
|     1 | 0.684 | 0.684 |   0.684 | 0.684 | 0.684 | 0.684 | 0.684 |  0.000 | 45855.000 | 45855.000 |   45855.000 | 45855.000 | GET    | /keyword/%E6%89%80%E5%B1%9E%E9%83%A1%E3%82%92%E5%A4%89%E6%9B%B4%E3%81%97%E3%81%9F%E7%94%BA%E6%9D%91%E4%B8%80%E8%A6%A7                                                                                                    |
|     1 | 0.684 | 0.684 |   0.684 | 0.684 | 0.684 | 0.684 | 0.684 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sojiro&keyword=%E8%8F%85%E5%B1%B1%E3%81%8B%E3%81%8A%E3%82%8B                                                                                                                                                 |
|     1 | 0.675 | 0.675 |   0.675 | 0.675 | 0.675 | 0.675 | 0.675 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=mahito&keyword=%E3%83%AC%E3%82%AA%E3%83%8A%E3%83%AB%E3%83%89%E3%83%BB%E3%82%AB%E3%82%B9%E3%83%86%E3%83%AD%E3%83%BB%E3%83%96%E3%83%A9%E3%83%B3%E3%82%B3                                                       |
|     1 | 0.673 | 0.673 |   0.673 | 0.673 | 0.673 | 0.673 | 0.673 |  0.000 |  4371.000 |  4371.000 |    4371.000 |  4371.000 | GET    | /keyword/%E6%95%99%E7%9A%87%E9%A6%96%E4%BD%8D%E8%AA%AC                                                                                                                                                                   |
|     1 | 0.669 | 0.669 |   0.669 | 0.669 | 0.669 | 0.669 | 0.669 |  0.000 | 14659.000 | 14659.000 |   14659.000 | 14659.000 | GET    | /keyword/%E8%9F%B9%E7%94%B0%E9%A7%85                                                                                                                                                                                     |
|     1 | 0.667 | 0.667 |   0.667 | 0.667 | 0.667 | 0.667 | 0.667 |  0.000 |  8366.000 |  8366.000 |    8366.000 |  8366.000 | GET    | /keyword/%E5%8F%8E%E7%94%A8%E5%A7%94%E5%93%A1%E4%BC%9A                                                                                                                                                                   |
|     1 | 0.663 | 0.663 |   0.663 | 0.663 | 0.663 | 0.663 | 0.663 |  0.000 |  7723.000 |  7723.000 |    7723.000 |  7723.000 | GET    | /keyword/%E6%B8%A9%E6%B3%89%E7%94%BA                                                                                                                                                                                     |
|     1 | 0.658 | 0.658 |   0.658 | 0.658 | 0.658 | 0.658 | 0.658 |  0.000 | 16078.000 | 16078.000 |   16078.000 | 16078.000 | GET    | /keyword/%E5%BA%84%E5%86%85%E4%BA%A4%E9%80%9A                                                                                                                                                                            |
|     1 | 0.652 | 0.652 |   0.652 | 0.652 | 0.652 | 0.652 | 0.652 |  0.000 |  7047.000 |  7047.000 |    7047.000 |  7047.000 | GET    | /keyword/%E3%82%B7%E3%83%A5%E3%83%86%E3%83%95%E3%82%A1%E3%83%B3%E3%83%BB%E3%82%A8%E3%83%83%E3%83%95%E3%82%A7%E3%83%B3%E3%83%99%E3%83%AB%E3%82%AF                                                                         |
|     1 | 0.650 | 0.650 |   0.650 | 0.650 | 0.650 | 0.650 | 0.650 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sotsa&keyword=%E8%A6%B3%E9%9F%B3%E6%A9%8B                                                                                                                                                                    |
|     1 | 0.649 | 0.649 |   0.649 | 0.649 | 0.649 | 0.649 | 0.649 |  0.000 |  8113.000 |  8113.000 |    8113.000 |  8113.000 | GET    | /keyword/%E3%82%AA%E3%83%AA%E3%83%B3%E3%83%94%E3%82%A2%20%28%E3%83%AF%E3%82%B7%E3%83%B3%E3%83%88%E3%83%B3%E5%B7%9E%29                                                                                                    |
|     1 | 0.644 | 0.644 |   0.644 | 0.644 | 0.644 | 0.644 | 0.644 |  0.000 |   335.000 |   335.000 |     335.000 |   335.000 | POST   | /stars?user=yumatsumo&keyword=%E5%A0%B4%E3%81%AE%E9%87%8F%E5%AD%90%E8%AB%96                                                                                                                                              |
|     1 | 0.644 | 0.644 |   0.644 | 0.644 | 0.644 | 0.644 | 0.644 |  0.000 |  7989.000 |  7989.000 |    7989.000 |  7989.000 | GET    | /keyword/%E6%97%A5%E5%89%8D%E5%AE%AE%E9%A7%85                                                                                                                                                                            |
|     1 | 0.643 | 0.643 |   0.643 | 0.643 | 0.643 | 0.643 | 0.643 |  0.000 |  7146.000 |  7146.000 |    7146.000 |  7146.000 | GET    | /keyword/%E9%A6%99%E5%B7%9D%E7%9C%8C%E9%81%93159%E5%8F%B7%E9%AB%98%E6%9D%BE%E6%B8%AF%E7%B7%9A                                                                                                                            |
|     1 | 0.641 | 0.641 |   0.641 | 0.641 | 0.641 | 0.641 | 0.641 |  0.000 |  7326.000 |  7326.000 |    7326.000 |  7326.000 | GET    | /keyword/%E6%9D%B1%E6%97%A5%E6%9C%AC%E6%97%85%E5%AE%A2%E9%89%84%E9%81%93%E5%85%AB%E7%8E%8B%E5%AD%90%E6%94%AF%E7%A4%BE                                                                                                    |
|     1 | 0.634 | 0.634 |   0.634 | 0.634 | 0.634 | 0.634 | 0.634 |  0.000 | 12136.000 | 12136.000 |   12136.000 | 12136.000 | GET    | /keyword/%E5%A4%A9%E5%AE%89%E5%B8%82                                                                                                                                                                                     |
|     1 | 0.628 | 0.628 |   0.628 | 0.628 | 0.628 | 0.628 | 0.628 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sixeight&keyword=CCE                                                                                                                                                                                         |
|     1 | 0.625 | 0.625 |   0.625 | 0.625 | 0.625 | 0.625 | 0.625 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=takuji&keyword=%E5%8C%97%E6%B6%88%E9%98%B2%E7%BD%B2                                                                                                                                                          |
|     1 | 0.624 | 0.624 |   0.624 | 0.624 | 0.624 | 0.624 | 0.624 |  0.000 |  4443.000 |  4443.000 |    4443.000 |  4443.000 | GET    | /keyword/%E3%82%B9%E3%82%BF%E3%82%B8%E3%82%AA%E3%83%89%E3%83%AA%E3%83%BC%E3%83%A0%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC                                                                                                    |
|     1 | 0.617 | 0.617 |   0.617 | 0.617 | 0.617 | 0.617 | 0.617 |  0.000 | 15074.000 | 15074.000 |   15074.000 | 15074.000 | GET    | /keyword/%E5%8C%97%E9%99%B8%E3%82%B3%E3%82%AB%E3%83%BB%E3%82%B3%E3%83%BC%E3%83%A9%E3%83%9C%E3%83%88%E3%83%AA%E3%83%B3%E3%82%B0                                                                                           |
|     1 | 0.614 | 0.614 |   0.614 | 0.614 | 0.614 | 0.614 | 0.614 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=kamipo&keyword=%E3%83%AC%E3%82%AA%E3%83%8A%E3%83%AB%E3%83%89%E3%83%BB%E3%82%AB%E3%82%B9%E3%83%86%E3%83%AD%E3%83%BB%E3%83%96%E3%83%A9%E3%83%B3%E3%82%B3                                                       |
|     1 | 0.613 | 0.613 |   0.613 | 0.613 | 0.613 | 0.613 | 0.613 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=yumatsumo&keyword=%E5%85%B5%E5%BA%AB%E7%9C%8C%E9%81%93255%E5%8F%B7%E4%B8%8A%E6%9D%91%E9%A4%8A%E7%88%B6%E7%B7%9A                                                                                              |
|     1 | 0.610 | 0.610 |   0.610 | 0.610 | 0.610 | 0.610 | 0.610 |  0.000 |  8397.000 |  8397.000 |    8397.000 |  8397.000 | GET    | /keyword/%E9%AB%98%E6%A9%8B%E5%85%83%E7%A8%AE                                                                                                                                                                            |
|     1 | 0.609 | 0.609 |   0.609 | 0.609 | 0.609 | 0.609 | 0.609 |  0.000 |  3784.000 |  3784.000 |    3784.000 |  3784.000 | GET    | /keyword/%E7%86%B1%E5%A1%A9%E6%B8%A9%E6%B3%89                                                                                                                                                                            |
|     1 | 0.608 | 0.608 |   0.608 | 0.608 | 0.608 | 0.608 | 0.608 |  0.000 |  8795.000 |  8795.000 |    8795.000 |  8795.000 | GET    | /keyword/%E8%BE%9B%E5%B3%B6%E7%94%BA%E5%81%9C%E7%95%99%E5%A0%B4                                                                                                                                                          |
|     1 | 0.608 | 0.608 |   0.608 | 0.608 | 0.608 | 0.608 | 0.608 |  0.000 |  2436.000 |  2436.000 |    2436.000 |  2436.000 | GET    | /keyword/%E7%A5%9E%E5%89%8D%E9%A7%85                                                                                                                                                                                     |
|     1 | 0.606 | 0.606 |   0.606 | 0.606 | 0.606 | 0.606 | 0.606 |  0.000 |  3889.000 |  3889.000 |    3889.000 |  3889.000 | GET    | /keyword/80%E5%B9%B4                                                                                                                                                                                                     |
|     1 | 0.605 | 0.605 |   0.605 | 0.605 | 0.605 | 0.605 | 0.605 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=yumatsumo&keyword=%E3%82%A4%E3%83%89%E3%83%AA%E3%83%BC%E3%82%B9                                                                                                                                              |
|     1 | 0.594 | 0.594 |   0.594 | 0.594 | 0.594 | 0.594 | 0.594 |  0.000 |  8009.000 |  8009.000 |    8009.000 |  8009.000 | GET    | /keyword/%E3%83%A9%E3%82%AF%E3%82%B7%E3%83%A5%E3%83%9F%E3%83%BC                                                                                                                                                          |
|     1 | 0.593 | 0.593 |   0.593 | 0.593 | 0.593 | 0.593 | 0.593 |  0.000 | 35324.000 | 35324.000 |   35324.000 | 35324.000 | GET    | /keyword/%E5%AF%8C%E5%A3%AB%E3%82%BC%E3%83%AD%E3%83%83%E3%82%AF%E3%82%B9                                                                                                                                                 |
|     1 | 0.590 | 0.590 |   0.590 | 0.590 | 0.590 | 0.590 | 0.590 |  0.000 |  2810.000 |  2810.000 |    2810.000 |  2810.000 | GET    | /keyword/%E8%8F%85%E8%B0%B7%E5%AE%BF                                                                                                                                                                                     |
|     1 | 0.589 | 0.589 |   0.589 | 0.589 | 0.589 | 0.589 | 0.589 |  0.000 |  3726.000 |  3726.000 |    3726.000 |  3726.000 | GET    | /keyword/955%E5%B9%B4                                                                                                                                                                                                    |
|     2 | 0.225 | 0.363 |   0.588 | 0.294 | 0.225 | 0.225 | 0.225 |  0.069 |  3779.000 |  6957.000 |   10736.000 |  5368.000 | GET    | /keyword/%E5%B9%B3%E5%B0%BE%E5%B1%B1                                                                                                                                                                                     |
|     1 | 0.585 | 0.585 |   0.585 | 0.585 | 0.585 | 0.585 | 0.585 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=horiuchi&keyword=%E7%A9%BA%E5%8D%B0%E5%AF%BA                                                                                                                                                                 |
|     1 | 0.582 | 0.582 |   0.582 | 0.582 | 0.582 | 0.582 | 0.582 |  0.000 | 13123.000 | 13123.000 |   13123.000 | 13123.000 | GET    | /keyword/%E6%96%B0%E5%B9%B9%E7%B7%9A%E9%89%84%E9%81%93%E8%A6%8F%E6%A0%BC%E6%96%B0%E7%B7%9A                                                                                                                               |
|     1 | 0.579 | 0.579 |   0.579 | 0.579 | 0.579 | 0.579 | 0.579 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=mahito&keyword=%E3%82%B7%E3%83%AA%E3%82%A2%E3%83%A9%E3%82%A4%E3%82%BA                                                                                                                                        |
|     1 | 0.575 | 0.575 |   0.575 | 0.575 | 0.575 | 0.575 | 0.575 |  0.000 |  5785.000 |  5785.000 |    5785.000 |  5785.000 | GET    | /keyword/%E9%9D%92%E6%A0%B9%E6%B8%A9%E6%B3%89                                                                                                                                                                            |
|     1 | 0.571 | 0.571 |   0.571 | 0.571 | 0.571 | 0.571 | 0.571 |  0.000 |  3662.000 |  3662.000 |    3662.000 |  3662.000 | GET    | /keyword/%E3%81%84%E3%81%BF%E3%81%9A%E9%87%8E%E8%BE%B2%E6%A5%AD%E5%8D%94%E5%90%8C%E7%B5%84%E5%90%88                                                                                                                      |
