+-------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+-----------+-------------+-----------+--------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| COUNT |  MIN  |  MAX  |   SUM   |  AVG  |  P1   |  P50  |  P99  | STDDEV | MIN(BODY) | MAX(BODY) |  SUM(BODY)  | AVG(BODY) | METHOD |                                                                                                           URI                                                                                                            |
|     2 | 0.368 | 0.800 |   1.168 | 0.584 | 0.368 | 0.368 | 0.368 |  0.216 |  4663.000 |  4663.000 |    9326.000 |  4663.000 | GET    | /keyword/%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B9TODAY                                                                                                                                                                       |
|     1 | 1.166 | 1.166 |   1.166 | 1.166 | 1.166 | 1.166 | 1.166 |  0.000 | 76253.000 | 76253.000 |   76253.000 | 76253.000 | GET    | /keyword/%E8%B3%83%E8%B2%B8%E5%80%9F                                                                                                                                                                                     |
|     1 | 1.163 | 1.163 |   1.163 | 1.163 | 1.163 | 1.163 | 1.163 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=mahito&keyword=992%E5%B9%B4                                                                                                                                                                                  |
|     1 | 1.154 | 1.154 |   1.154 | 1.154 | 1.154 | 1.154 | 1.154 |  0.000 |  3080.000 |  3080.000 |    3080.000 |  3080.000 | GET    | /keyword/%E7%A3%81%E6%80%A7%E5%8D%8A%E5%B0%8E%E4%BD%93                                                                                                                                                                   |
|     2 | 0.520 | 0.630 |   1.150 | 0.575 | 0.520 | 0.520 | 0.520 |  0.055 |  2948.000 |  2948.000 |    5896.000 |  2948.000 | GET    | /keyword/%E5%85%AB%E7%94%B0%E5%B0%8F%E5%AD%A6%E6%A0%A1                                                                                                                                                                   |
|     1 | 1.141 | 1.141 |   1.141 | 1.141 | 1.141 | 1.141 | 1.141 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sixeight&keyword=%E8%88%B9%E6%88%B8%E5%B1%B1                                                                                                                                                                 |
|     1 | 1.137 | 1.137 |   1.137 | 1.137 | 1.137 | 1.137 | 1.137 |  0.000 |  3388.000 |  3388.000 |    3388.000 |  3388.000 | GET    | /keyword/323%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 1.135 | 1.135 |   1.135 | 1.135 | 1.135 | 1.135 | 1.135 |  0.000 |  5010.000 |  5010.000 |    5010.000 |  5010.000 | GET    | /keyword/%E6%97%AD%E5%B7%9D%E9%B7%B9%E6%A0%96%E3%82%A4%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%81%E3%82%A7%E3%83%B3%E3%82%B8                                                                                                    |
|     1 | 1.117 | 1.117 |   1.117 | 1.117 | 1.117 | 1.117 | 1.117 |  0.000 |  5213.000 |  5213.000 |    5213.000 |  5213.000 | GET    | /keyword/%E6%B5%B7%E5%8D%97%E7%94%BA                                                                                                                                                                                     |
|     1 | 1.115 | 1.115 |   1.115 | 1.115 | 1.115 | 1.115 | 1.115 |  0.000 |  4282.000 |  4282.000 |    4282.000 |  4282.000 | GET    | /keyword/%E3%83%87%E3%82%A3%E3%83%9F%E3%83%88%E3%83%AD%E3%83%95%E3%82%B0%E3%83%A9%E3%83%BC%E3%83%89                                                                                                                      |
|     1 | 1.111 | 1.111 |   1.111 | 1.111 | 1.111 | 1.111 | 1.111 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=horiuchi&keyword=%E3%83%A6%E3%83%BC%E3%83%A9%E3%83%BB%E3%82%BE%E3%82%A4%E3%83%95%E3%82%A1%E3%83%BC                                                                                                           |
|     1 | 1.106 | 1.106 |   1.106 | 1.106 | 1.106 | 1.106 | 1.106 |  0.000 | 13755.000 | 13755.000 |   13755.000 | 13755.000 | GET    | /keyword/%E5%90%8D%E9%89%84%E4%B8%80%E5%AE%AE%E7%B7%9A                                                                                                                                                                   |
|     1 | 1.095 | 1.095 |   1.095 | 1.095 | 1.095 | 1.095 | 1.095 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=shmorimo&keyword=%E4%BA%95%E4%B8%8A%E6%95%8F%E5%A4%AB                                                                                                                                                        |
|     2 | 0.308 | 0.786 |   1.094 | 0.547 | 0.308 | 0.308 | 0.308 |  0.239 |  7876.000 | 11701.000 |   19577.000 |  9788.500 | GET    | /keyword/%E5%AE%9D%E7%A9%8D%E5%AF%BA%E9%A7%85                                                                                                                                                                            |
|     1 | 1.089 | 1.089 |   1.089 | 1.089 | 1.089 | 1.089 | 1.089 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=shmorimo&keyword=%E5%85%AB%E7%94%B0%E5%B0%8F%E5%AD%A6%E6%A0%A1                                                                                                                                               |
|     2 | 0.391 | 0.688 |   1.079 | 0.539 | 0.391 | 0.391 | 0.391 |  0.148 |  2349.000 |  2349.000 |    4698.000 |  2349.000 | GET    | /keyword/%E8%A6%B3%E9%9F%B3%E6%A9%8B                                                                                                                                                                                     |
|     1 | 1.072 | 1.072 |   1.072 | 1.072 | 1.072 | 1.072 | 1.072 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sixeight&keyword=%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B9TODAY                                                                                                                                                   |
|     1 | 1.063 | 1.063 |   1.063 | 1.063 | 1.063 | 1.063 | 1.063 |  0.000 |  8671.000 |  8671.000 |    8671.000 |  8671.000 | GET    | /keyword/%E4%BA%80%E7%94%B0%E7%94%BA%20%28%E6%96%B0%E6%BD%9F%E7%9C%8C%29                                                                                                                                                 |
|     1 | 1.061 | 1.061 |   1.061 | 1.061 | 1.061 | 1.061 | 1.061 |  0.000 |  3959.000 |  3959.000 |    3959.000 |  3959.000 | GET    | /keyword/1099%E5%B9%B4                                                                                                                                                                                                   |
|     1 | 1.056 | 1.056 |   1.056 | 1.056 | 1.056 | 1.056 | 1.056 |  0.000 | 15947.000 | 15947.000 |   15947.000 | 15947.000 | GET    | /keyword/%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%A8%E3%82%A4%E3%82%B8                                                                                                                                                          |
|     1 | 1.051 | 1.051 |   1.051 | 1.051 | 1.051 | 1.051 | 1.051 |  0.000 |  2278.000 |  2278.000 |    2278.000 |  2278.000 | GET    | /keyword/121%E7%B3%BB                                                                                                                                                                                                    |
|     1 | 1.043 | 1.043 |   1.043 | 1.043 | 1.043 | 1.043 | 1.043 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=shmorimo&keyword=%E3%83%88%E3%82%A4%E3%82%BA                                                                                                                                                                 |
|     1 | 1.041 | 1.041 |   1.041 | 1.041 | 1.041 | 1.041 | 1.041 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sotsa&keyword=%E3%83%8F%E3%82%B9%E3%82%AD%E3%83%BC%E4%BD%9C%E6%88%A6                                                                                                                                         |
|     1 | 1.039 | 1.039 |   1.039 | 1.039 | 1.039 | 1.039 | 1.039 |  0.000 |  3269.000 |  3269.000 |    3269.000 |  3269.000 | GET    | /keyword/%E3%82%B0%E3%83%A9%E3%83%95%E3%82%A3%E3%83%86%E3%82%A3%20%28Palm%29                                                                                                                                             |
|     2 | 0.499 | 0.523 |   1.022 | 0.511 | 0.499 | 0.499 | 0.499 |  0.012 | 12825.000 | 12929.000 |   25754.000 | 12877.000 | GET    | /keyword/Sugar%20%28%E9%9F%93%E5%9B%BD%E3%81%AE%E9%9F%B3%E6%A5%BD%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97%29                                                                                                                 |
|     1 | 1.020 | 1.020 |   1.020 | 1.020 | 1.020 | 1.020 | 1.020 |  0.000 | 23792.000 | 23792.000 |   23792.000 | 23792.000 | GET    | /keyword/%E6%B5%B7%E6%B5%9C%E5%B9%95%E5%BC%B5%E9%A7%85                                                                                                                                                                   |
|     1 | 1.019 | 1.019 |   1.019 | 1.019 | 1.019 | 1.019 | 1.019 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=kamipo&keyword=559%E5%B9%B4                                                                                                                                                                                  |
|     1 | 1.012 | 1.012 |   1.012 | 1.012 | 1.012 | 1.012 | 1.012 |  0.000 | 11645.000 | 11645.000 |   11645.000 | 11645.000 | GET    | /keyword/%E9%95%B7%E6%9C%9F%E4%BF%A1%E7%94%A8%E9%8A%80%E8%A1%8C                                                                                                                                                          |
|     1 | 1.009 | 1.009 |   1.009 | 1.009 | 1.009 | 1.009 | 1.009 |  0.000 |  7521.000 |  7521.000 |    7521.000 |  7521.000 | GET    | /keyword/%E3%82%A6%E3%83%AB%E3%82%B0%E3%82%A2%E3%82%A4%E3%83%BB%E3%83%A9%E3%82%A6%E3%83%B3%E3%83%89                                                                                                                      |
|     1 | 1.009 | 1.009 |   1.009 | 1.009 | 1.009 | 1.009 | 1.009 |  0.000 |  3433.000 |  3433.000 |    3433.000 |  3433.000 | GET    | /keyword/%E4%BA%AC%E9%83%BD%E5%BA%9C%E9%81%93129%E5%8F%B7%E8%8A%B1%E5%9C%92%E5%81%9C%E8%BB%8A%E5%A0%B4%E5%A4%A7%E5%B0%86%E8%BB%8D%E7%B7%9A                                                                               |
|     1 | 1.001 | 1.001 |   1.001 | 1.001 | 1.001 | 1.001 | 1.001 |  0.000 | 10918.000 | 10918.000 |   10918.000 | 10918.000 | GET    | /keyword/%E3%82%AB%E3%83%B3%E3%83%91%E3%83%A9                                                                                                                                                                            |
|     1 | 0.998 | 0.998 |   0.998 | 0.998 | 0.998 | 0.998 | 0.998 |  0.000 | 15114.000 | 15114.000 |   15114.000 | 15114.000 | GET    | /keyword/J%E3%83%AA%E3%83%BC%E3%82%B0%E5%8A%A0%E7%9B%9F%E3%82%92%E7%9B%AE%E6%8C%87%E3%81%99%E3%82%AF%E3%83%A9%E3%83%96                                                                                                   |
|     1 | 0.994 | 0.994 |   0.994 | 0.994 | 0.994 | 0.994 | 0.994 |  0.000 |  6619.000 |  6619.000 |    6619.000 |  6619.000 | GET    | /keyword/%E3%83%9B%E3%83%B3%E3%83%80%E3%83%BB%E3%83%A9%E3%82%A4%E3%83%95%E3%82%B9%E3%83%86%E3%83%83%E3%83%97%E3%83%90%E3%83%B3                                                                                           |
|     1 | 0.992 | 0.992 |   0.992 | 0.992 | 0.992 | 0.992 | 0.992 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sotsa&keyword=%E5%8C%97%E6%B5%B7%E9%81%93%E3%81%AE%E5%86%8D%E9%96%8B%E7%99%BA%E3%81%AE%E4%B8%80%E8%A6%A7                                                                                                     |
|     1 | 0.991 | 0.991 |   0.991 | 0.991 | 0.991 | 0.991 | 0.991 |  0.000 |  4519.000 |  4519.000 |    4519.000 |  4519.000 | GET    | /keyword/%E9%AB%98%E5%B3%B6%E9%80%9A%E3%82%8A                                                                                                                                                                            |
|     2 | 0.232 | 0.754 |   0.986 | 0.493 | 0.232 | 0.232 | 0.232 |  0.261 |  2786.000 |  2786.000 |    5572.000 |  2786.000 | GET    | /keyword/%E8%BB%9F%E5%8F%A3%E8%93%8B%E9%9F%B3                                                                                                                                                                            |
|     1 | 0.984 | 0.984 |   0.984 | 0.984 | 0.984 | 0.984 | 0.984 |  0.000 |  5554.000 |  5554.000 |    5554.000 |  5554.000 | GET    | /keyword/%E3%82%AA%E3%83%BC%E3%83%93%E3%83%83%E3%82%AF%E3%83%93%E3%82%B8%E3%83%8D%E3%82%B9%E3%82%B3%E3%83%B3%E3%82%B5%E3%83%AB%E3%82%BF%E3%83%B3%E3%83%88                                                                |
|     1 | 0.980 | 0.980 |   0.980 | 0.980 | 0.980 | 0.980 | 0.980 |  0.000 | 12942.000 | 12942.000 |   12942.000 | 12942.000 | GET    | /keyword/%E6%9D%B1%E5%8C%97%E7%94%BA                                                                                                                                                                                     |
|     1 | 0.980 | 0.980 |   0.980 | 0.980 | 0.980 | 0.980 | 0.980 |  0.000 |  5010.000 |  5010.000 |    5010.000 |  5010.000 | GET    | /keyword/2%E6%9C%882%E6%97%A5%20%28%E6%97%A7%E6%9A%A6%29                                                                                                                                                                 |
|     1 | 0.978 | 0.978 |   0.978 | 0.978 | 0.978 | 0.978 | 0.978 |  0.000 |  7864.000 |  7864.000 |    7864.000 |  7864.000 | GET    | /keyword/%E9%AD%9A%E5%B3%B6%E6%9D%91                                                                                                                                                                                     |
|     1 | 0.978 | 0.978 |   0.978 | 0.978 | 0.978 | 0.978 | 0.978 |  0.000 |  8305.000 |  8305.000 |    8305.000 |  8305.000 | GET    | /keyword/%E8%97%A4%E6%A3%AE%E7%A5%A5%E5%B9%B3                                                                                                                                                                            |
|     1 | 0.961 | 0.961 |   0.961 | 0.961 | 0.961 | 0.961 | 0.961 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sojiro&keyword=%E3%82%A4%E3%82%AE%E3%83%AA%E3%82%B9%E6%94%BF%E5%BA%9C                                                                                                                                        |
|     1 | 0.958 | 0.958 |   0.958 | 0.958 | 0.958 | 0.958 | 0.958 |  0.000 |  8404.000 |  8404.000 |    8404.000 |  8404.000 | GET    | /keyword/%E6%A2%85%E8%BF%AB%E9%A7%85                                                                                                                                                                                     |
|     1 | 0.958 | 0.958 |   0.958 | 0.958 | 0.958 | 0.958 | 0.958 |  0.000 |  6031.000 |  6031.000 |    6031.000 |  6031.000 | GET    | /keyword/%E5%86%85%E5%B1%B1%E6%99%BA%E4%B9%8B                                                                                                                                                                            |
|     1 | 0.949 | 0.949 |   0.949 | 0.949 | 0.949 | 0.949 | 0.949 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=shmorimo&keyword=%E8%8F%85%E5%B1%B1%E3%81%8B%E3%81%8A%E3%82%8B                                                                                                                                               |
|     1 | 0.947 | 0.947 |   0.947 | 0.947 | 0.947 | 0.947 | 0.947 |  0.000 |  8029.000 |  8029.000 |    8029.000 |  8029.000 | GET    | /keyword/%E8%8C%A8%E6%88%B8%E5%B7%9D                                                                                                                                                                                     |
|     1 | 0.942 | 0.942 |   0.942 | 0.942 | 0.942 | 0.942 | 0.942 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=takuji&keyword=%E8%BB%9F%E5%8F%A3%E8%93%8B%E9%9F%B3                                                                                                                                                          |
|     1 | 0.940 | 0.940 |   0.940 | 0.940 | 0.940 | 0.940 | 0.940 |  0.000 |  5508.000 |  5508.000 |    5508.000 |  5508.000 | GET    | /keyword/%E6%97%A5%E6%9C%AC%E3%81%AE%E6%98%A0%E7%94%BB%E7%9B%A3%E7%9D%A3%E4%B8%80%E8%A6%A7                                                                                                                               |
|     1 | 0.936 | 0.936 |   0.936 | 0.936 | 0.936 | 0.936 | 0.936 |  0.000 |  3536.000 |  3536.000 |    3536.000 |  3536.000 | GET    | /keyword/624%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 0.935 | 0.935 |   0.935 | 0.935 | 0.935 | 0.935 | 0.935 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=hamano&keyword=%E6%99%AE%E9%96%80%E9%99%A2                                                                                                                                                                   |
|     1 | 0.933 | 0.933 |   0.933 | 0.933 | 0.933 | 0.933 | 0.933 |  0.000 | 12969.000 | 12969.000 |   12969.000 | 12969.000 | GET    | /keyword/%E5%B2%A1%E5%B1%B1%E8%A5%BF%E8%AD%A6%E5%AF%9F%E7%BD%B2                                                                                                                                                          |
|     1 | 0.931 | 0.931 |   0.931 | 0.931 | 0.931 | 0.931 | 0.931 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sotsa&keyword=%E5%A0%BA%E3%81%AA%E3%81%8A%E3%81%93                                                                                                                                                           |
|     1 | 0.930 | 0.930 |   0.930 | 0.930 | 0.930 | 0.930 | 0.930 |  0.000 |   335.000 |   335.000 |     335.000 |   335.000 | POST   | /stars?user=sixeight&keyword=%E3%81%BE%E3%81%A4%E3%82%82%E3%81%A8%E6%B3%89                                                                                                                                               |
|     1 | 0.926 | 0.926 |   0.926 | 0.926 | 0.926 | 0.926 | 0.926 |  0.000 |  5754.000 |  5754.000 |    5754.000 |  5754.000 | GET    | /keyword/%E7%94%B0%E6%B2%A2%E9%A7%85                                                                                                                                                                                     |
|     1 | 0.922 | 0.922 |   0.922 | 0.922 | 0.922 | 0.922 | 0.922 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=takuji&keyword=%E5%86%85%E7%94%B0%E4%BF%AE%E5%B9%B3                                                                                                                                                          |
|     1 | 0.917 | 0.917 |   0.917 | 0.917 | 0.917 | 0.917 | 0.917 |  0.000 |  3018.000 |  3018.000 |    3018.000 |  3018.000 | GET    | /keyword/776%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 0.910 | 0.910 |   0.910 | 0.910 | 0.910 | 0.910 | 0.910 |  0.000 |  4208.000 |  4208.000 |    4208.000 |  4208.000 | GET    | /keyword/%E3%82%AD%E3%83%A9%E3%83%AA                                                                                                                                                                                     |
|     1 | 0.909 | 0.909 |   0.909 | 0.909 | 0.909 | 0.909 | 0.909 |  0.000 |  4310.000 |  4310.000 |    4310.000 |  4310.000 | GET    | /keyword/%E4%BA%AC%E6%80%A5%E4%B8%89%E5%B4%8E%E3%82%BF%E3%82%AF%E3%82%B7%E3%83%BC                                                                                                                                        |
|     1 | 0.904 | 0.904 |   0.904 | 0.904 | 0.904 | 0.904 | 0.904 |  0.000 |  7590.000 |  7590.000 |    7590.000 |  7590.000 | GET    | /keyword/%E3%82%A2%E3%82%A4%E3%82%B9%E3%81%A1%E3%82%83%E3%82%93                                                                                                                                                          |
|     1 | 0.904 | 0.904 |   0.904 | 0.904 | 0.904 | 0.904 | 0.904 |  0.000 | 13153.000 | 13153.000 |   13153.000 | 13153.000 | GET    | /keyword/%E6%B0%B7%E8%A6%8B%E5%B8%82                                                                                                                                                                                     |
|     1 | 0.903 | 0.903 |   0.903 | 0.903 | 0.903 | 0.903 | 0.903 |  0.000 |  5456.000 |  5456.000 |    5456.000 |  5456.000 | GET    | /keyword/%E4%B8%AD%E5%B1%B1%E5%B9%B3%E6%B8%A9%E6%B3%89%E9%A7%85                                                                                                                                                          |
|     1 | 0.891 | 0.891 |   0.891 | 0.891 | 0.891 | 0.891 | 0.891 |  0.000 |  5051.000 |  5051.000 |    5051.000 |  5051.000 | GET    | /keyword/%E3%82%AB%E3%82%B9%E3%83%86%E3%83%AB%E3%83%BB%E3%82%AC%E3%83%B3%E3%83%89%E3%83%AB%E3%83%95%E3%82%A9                                                                                                             |
|     1 | 0.890 | 0.890 |   0.890 | 0.890 | 0.890 | 0.890 | 0.890 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=yumatsumo&keyword=742%E5%B9%B4                                                                                                                                                                               |
|     1 | 0.887 | 0.887 |   0.887 | 0.887 | 0.887 | 0.887 | 0.887 |  0.000 |  3290.000 |  3290.000 |    3290.000 |  3290.000 | GET    | /keyword/%E5%85%B5%E5%BA%AB%E7%9C%8C%E9%81%93402%E5%8F%B7%E7%99%BD%E6%B5%9C%E5%A7%AB%E8%B7%AF%E5%81%9C%E8%BB%8A%E5%A0%B4%E7%B7%9A                                                                                        |
|     1 | 0.887 | 0.887 |   0.887 | 0.887 | 0.887 | 0.887 | 0.887 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sojiro&keyword=%E5%85%B5%E5%BA%AB%E7%9C%8C%E9%81%93%E3%83%BB%E4%BA%AC%E9%83%BD%E5%BA%9C%E9%81%9363%E5%8F%B7%E5%B1%B1%E6%9D%B1%E5%A4%A7%E6%B1%9F%E7%B7%9A                                                     |
|     1 | 0.886 | 0.886 |   0.886 | 0.886 | 0.886 | 0.886 | 0.886 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=hamano&keyword=%E5%8A%A0%E8%97%A4%E5%BD%B0                                                                                                                                                                   |
|     1 | 0.884 | 0.884 |   0.884 | 0.884 | 0.884 | 0.884 | 0.884 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=horiuchi&keyword=%E3%83%AC%E3%83%95%E3%83%A9%E3%83%BC                                                                                                                                                        |
|     1 | 0.880 | 0.880 |   0.880 | 0.880 | 0.880 | 0.880 | 0.880 |  0.000 |  3176.000 |  3176.000 |    3176.000 |  3176.000 | GET    | /keyword/108%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 0.879 | 0.879 |   0.879 | 0.879 | 0.879 | 0.879 | 0.879 |  0.000 | 13393.000 | 13393.000 |   13393.000 | 13393.000 | GET    | /keyword/%E3%83%95%E3%83%BC%E3%82%B3%E3%83%BC%E3%81%AE%E6%8C%AF%E3%82%8A%E5%AD%90                                                                                                                                        |
|     1 | 0.878 | 0.878 |   0.878 | 0.878 | 0.878 | 0.878 | 0.878 |  0.000 | 21347.000 | 21347.000 |   21347.000 | 21347.000 | GET    | /keyword/%E9%98%B2%E8%A1%9B%E6%A9%9F%E5%88%B6                                                                                                                                                                            |
|     1 | 0.878 | 0.878 |   0.878 | 0.878 | 0.878 | 0.878 | 0.878 |  0.000 |  4454.000 |  4454.000 |    4454.000 |  4454.000 | GET    | /keyword/%E5%BC%98%E6%B3%95%E3%81%AE%E6%9D%BE                                                                                                                                                                            |
|     1 | 0.877 | 0.877 |   0.877 | 0.877 | 0.877 | 0.877 | 0.877 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=yumatsumo&keyword=%E8%A1%8C%E6%94%BF%E6%95%99%E5%8C%BA                                                                                                                                                       |
|     1 | 0.876 | 0.876 |   0.876 | 0.876 | 0.876 | 0.876 | 0.876 |  0.000 |  4050.000 |  4050.000 |    4050.000 |  4050.000 | GET    | /keyword/%E5%BA%9C%E4%B8%AD%E3%81%AE%E6%A3%AE%E8%8A%B8%E8%A1%93%E5%8A%87%E5%A0%B4                                                                                                                                        |
|     1 | 0.875 | 0.875 |   0.875 | 0.875 | 0.875 | 0.875 | 0.875 |  0.000 |  3103.000 |  3103.000 |    3103.000 |  3103.000 | GET    | /keyword/NIC                                                                                                                                                                                                             |
|     1 | 0.872 | 0.872 |   0.872 | 0.872 | 0.872 | 0.872 | 0.872 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=shmorimo&keyword=%E7%A0%82%E9%98%B2%E6%B3%95                                                                                                                                                                 |
|     1 | 0.871 | 0.871 |   0.871 | 0.871 | 0.871 | 0.871 | 0.871 |  0.000 | 28505.000 | 28505.000 |   28505.000 | 28505.000 | GET    | /keyword/%E5%8C%97%E4%BB%99%E5%8F%B0%E9%A7%85                                                                                                                                                                            |
|     1 | 0.871 | 0.871 |   0.871 | 0.871 | 0.871 | 0.871 | 0.871 |  0.000 |  2923.000 |  2923.000 |    2923.000 |  2923.000 | GET    | /keyword/212%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 0.868 | 0.868 |   0.868 | 0.868 | 0.868 | 0.868 | 0.868 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=mahito&keyword=%E4%BA%A4%E9%80%9A%E4%BA%8B%E6%95%85%E9%91%91%E5%AE%9A%E4%BA%BA                                                                                                                               |
|     1 | 0.860 | 0.860 |   0.860 | 0.860 | 0.860 | 0.860 | 0.860 |  0.000 |  9391.000 |  9391.000 |    9391.000 |  9391.000 | GET    | /keyword/%E3%83%9E%E3%83%87%E3%83%AC%E3%83%BC%E3%83%B3%20%28%E3%82%B9%E3%82%A6%E3%82%A7%E3%83%BC%E3%83%87%E3%83%B3%E7%8E%8B%E5%A5%B3%29                                                                                  |
|     1 | 0.854 | 0.854 |   0.854 | 0.854 | 0.854 | 0.854 | 0.854 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=horiuchi&keyword=%E8%97%AA%E7%94%B0%E6%9D%91                                                                                                                                                                 |
|     1 | 0.844 | 0.844 |   0.844 | 0.844 | 0.844 | 0.844 | 0.844 |  0.000 | 11974.000 | 11974.000 |   11974.000 | 11974.000 | GET    | /keyword/%E6%8F%9B%E7%AE%97%E4%B8%A1%E6%95%B0                                                                                                                                                                            |
|     1 | 0.843 | 0.843 |   0.843 | 0.843 | 0.843 | 0.843 | 0.843 |  0.000 |  4502.000 |  4502.000 |    4502.000 |  4502.000 | GET    | /keyword/%E4%BB%8A%E5%B7%9D%E6%B2%B3%E7%AB%A5%E9%A7%85                                                                                                                                                                   |
|     1 | 0.840 | 0.840 |   0.840 | 0.840 | 0.840 | 0.840 | 0.840 |  0.000 | 16713.000 | 16713.000 |   16713.000 | 16713.000 | GET    | /keyword/WaT                                                                                                                                                                                                             |
|     1 | 0.837 | 0.837 |   0.837 | 0.837 | 0.837 | 0.837 | 0.837 |  0.000 |  9533.000 |  9533.000 |    9533.000 |  9533.000 | GET    | /keyword/%E3%82%AA%E3%83%AC%E3%83%B3%E3%82%B8%20%28%E6%9B%96%E6%98%A7%E3%81%95%E5%9B%9E%E9%81%BF%29                                                                                                                      |
|     1 | 0.835 | 0.835 |   0.835 | 0.835 | 0.835 | 0.835 | 0.835 |  0.000 | 10200.000 | 10200.000 |   10200.000 | 10200.000 | GET    | /keyword/%E5%AE%9A%E5%90%91%E9%80%B2%E5%8C%96%E8%AA%AC                                                                                                                                                                   |
|     1 | 0.835 | 0.835 |   0.835 | 0.835 | 0.835 | 0.835 | 0.835 |  0.000 | 23763.000 | 23763.000 |   23763.000 | 23763.000 | GET    | /keyword/%E4%BA%BA%E9%96%93%E3%81%AE%E7%AD%8B%E8%82%89%E3%81%AE%E4%B8%80%E8%A6%A7                                                                                                                                        |
|     1 | 0.832 | 0.832 |   0.832 | 0.832 | 0.832 | 0.832 | 0.832 |  0.000 |  6411.000 |  6411.000 |    6411.000 |  6411.000 | GET    | /keyword/%E5%80%89%E6%A9%8B%E3%81%AE%E3%81%9E%E3%81%BF                                                                                                                                                                   |
|     1 | 0.827 | 0.827 |   0.827 | 0.827 | 0.827 | 0.827 | 0.827 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sotsa&keyword=%E5%89%A3%E9%81%93%E6%97%A5%E6%9C%AC                                                                                                                                                           |
|     1 | 0.825 | 0.825 |   0.825 | 0.825 | 0.825 | 0.825 | 0.825 |  0.000 |  4960.000 |  4960.000 |    4960.000 |  4960.000 | GET    | /keyword/%E5%92%8C%E3%82%B8%E3%83%A9                                                                                                                                                                                     |
|     1 | 0.825 | 0.825 |   0.825 | 0.825 | 0.825 | 0.825 | 0.825 |  0.000 | 12305.000 | 12305.000 |   12305.000 | 12305.000 | GET    | /keyword/%E9%AC%BC%E5%8C%97%E7%94%BA                                                                                                                                                                                     |
|     1 | 0.818 | 0.818 |   0.818 | 0.818 | 0.818 | 0.818 | 0.818 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sojiro&keyword=%E3%82%A6%E3%83%BC%E3%82%BA                                                                                                                                                                   |
|     1 | 0.817 | 0.817 |   0.817 | 0.817 | 0.817 | 0.817 | 0.817 |  0.000 |  4662.000 |  4662.000 |    4662.000 |  4662.000 | GET    | /keyword/%E5%B0%82%E9%96%80%E5%AE%B6                                                                                                                                                                                     |
|     1 | 0.815 | 0.815 |   0.815 | 0.815 | 0.815 | 0.815 | 0.815 |  0.000 | 17856.000 | 17856.000 |   17856.000 | 17856.000 | GET    | /keyword/%E5%9B%BD%E4%BC%9A%E8%AD%B0%E5%93%A1%E4%B8%80%E8%A6%A7                                                                                                                                                          |
