+-------+-------+-------+---------+-------+-------+-------+-------+--------+------------+------------+--------------+------------+--------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| COUNT |  MIN  |  MAX  |   SUM   |  AVG  |  P1   |  P50  |  P99  | STDDEV | MIN(BODY)  | MAX(BODY)  |  SUM(BODY)   | AVG(BODY)  | METHOD |                                                                                           URI                                                                                           |
|     1 | 0.563 | 0.563 |   0.563 | 0.563 | 0.563 | 0.563 | 0.563 |  0.000 |   7407.000 |   7407.000 |     7407.000 |   7407.000 | GET    | /keyword/%E6%AC%A1%E4%B8%96%E4%BB%A3%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89%E3%83%9B%E3%83%93%E3%83%BC%E3%83%95%E3%82%A7%E3%82%A2                                                          |
|     1 | 0.560 | 0.560 |   0.560 | 0.560 | 0.560 | 0.560 | 0.560 |  0.000 |   3959.000 |   3959.000 |     3959.000 |   3959.000 | GET    | /keyword/1099%E5%B9%B4                                                                                                                                                                  |
|     1 | 0.557 | 0.557 |   0.557 | 0.557 | 0.557 | 0.557 | 0.557 |  0.000 |   2841.000 |   2841.000 |     2841.000 |   2841.000 | GET    | /keyword/%E8%92%B2%E5%8E%9F%E5%AE%BF                                                                                                                                                    |
|     1 | 0.556 | 0.556 |   0.556 | 0.556 | 0.556 | 0.556 | 0.556 |  0.000 |   3849.000 |   3849.000 |     3849.000 |   3849.000 | GET    | /keyword/%E3%83%97%E3%83%AC%E3%83%BC%E3%83%AA%E3%83%BC                                                                                                                                  |
|     1 | 0.556 | 0.556 |   0.556 | 0.556 | 0.556 | 0.556 | 0.556 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shiraiwa&keyword=%E3%83%9B%E3%83%BC%E3%82%B9%E3%83%88                                                                                                                       |
|     2 | 0.242 | 0.313 |   0.555 | 0.277 | 0.242 | 0.242 | 0.242 |  0.036 |   3777.000 |   4875.000 |     8652.000 |   4326.000 | GET    | /keyword/%E3%82%B7%E3%83%8A%E3%83%84%E3%83%92%E3%82%B3                                                                                                                                  |
|     1 | 0.554 | 0.554 |   0.554 | 0.554 | 0.554 | 0.554 | 0.554 |  0.000 |   7260.000 |   7260.000 |     7260.000 |   7260.000 | GET    | /keyword/%E3%83%B4%E3%82%A9%E3%83%AB%E3%83%95                                                                                                                                           |
|     1 | 0.554 | 0.554 |   0.554 | 0.554 | 0.554 | 0.554 | 0.554 |  0.000 |   3347.000 |   3347.000 |     3347.000 |   3347.000 | GET    | /keyword/%E3%83%A9%E3%83%BC%E3%82%B8%E3%83%97%E3%83%BC%E3%82%BF%E3%83%BC%E3%83%8A%E3%83%BC                                                                                              |
|     1 | 0.552 | 0.552 |   0.552 | 0.552 | 0.552 | 0.552 | 0.552 |  0.000 |   4708.000 |   4708.000 |     4708.000 |   4708.000 | GET    | /keyword/%E5%9B%9B%E9%9B%84%E3%81%AE%E5%AE%B4                                                                                                                                           |
|     1 | 0.550 | 0.550 |   0.550 | 0.550 | 0.550 | 0.550 | 0.550 |  0.000 |   6203.000 |   6203.000 |     6203.000 |   6203.000 | GET    | /keyword/%E5%A4%A7%E6%B2%BC%E7%B6%BE%E5%AD%90                                                                                                                                           |
|     1 | 0.547 | 0.547 |   0.547 | 0.547 | 0.547 | 0.547 | 0.547 |  0.000 |  13669.000 |  13669.000 |    13669.000 |  13669.000 | GET    | /keyword/XF2Y-1%20%28%E8%88%AA%E7%A9%BA%E6%A9%9F%29                                                                                                                                     |
|     1 | 0.543 | 0.543 |   0.543 | 0.543 | 0.543 | 0.543 | 0.543 |  0.000 |   5437.000 |   5437.000 |     5437.000 |   5437.000 | GET    | /keyword/%E9%B3%B4%E9%96%80%E8%A5%BF%E3%83%91%E3%83%BC%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%A8%E3%83%AA%E3%82%A2                                                                            |
|     1 | 0.536 | 0.536 |   0.536 | 0.536 | 0.536 | 0.536 | 0.536 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ogata&keyword=%E6%9E%87%E6%9D%B7%E5%B3%B6%E6%A9%8B                                                                                                                          |
|     1 | 0.533 | 0.533 |   0.533 | 0.533 | 0.533 | 0.533 | 0.533 |  0.000 |   3301.000 |   3301.000 |     3301.000 |   3301.000 | GET    | /keyword/%E3%82%AD%E3%82%B9%E3%83%AD%E3%83%B4%E3%82%A9%E3%83%84%E3%82%AF                                                                                                                |
|     1 | 0.533 | 0.533 |   0.533 | 0.533 | 0.533 | 0.533 | 0.533 |  0.000 |   9286.000 |   9286.000 |     9286.000 |   9286.000 | GET    | /keyword/%E5%8D%97%E6%A3%AE%E7%94%BA%E9%A7%85                                                                                                                                           |
|     1 | 0.533 | 0.533 |   0.533 | 0.533 | 0.533 | 0.533 | 0.533 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=skjm&keyword=%E3%83%9B%E3%83%BC%E3%82%B9%E3%83%88                                                                                                                           |
|     2 | 0.229 | 0.301 |   0.530 | 0.265 | 0.229 | 0.229 | 0.229 |  0.036 |   4258.000 |   4269.000 |     8527.000 |   4263.500 | GET    | /keyword/775%E5%B9%B4                                                                                                                                                                   |
|     1 | 0.528 | 0.528 |   0.528 | 0.528 | 0.528 | 0.528 | 0.528 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shiraiwa&keyword=%E5%85%AB%E7%94%B0%E5%B0%8F%E5%AD%A6%E6%A0%A1                                                                                                              |
|     1 | 0.528 | 0.528 |   0.528 | 0.528 | 0.528 | 0.528 | 0.528 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=dmaki&keyword=%E5%8E%9F%E9%87%8E%E9%A7%85                                                                                                                                   |
|     1 | 0.527 | 0.527 |   0.527 | 0.527 | 0.527 | 0.527 | 0.527 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=rozary&keyword=%E4%BD%9C%E6%9B%B2%E8%B3%9E                                                                                                                                  |
|     1 | 0.527 | 0.527 |   0.527 | 0.527 | 0.527 | 0.527 | 0.527 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ntsutsumi&keyword=%E5%86%85%E7%94%B0%E4%BF%AE%E5%B9%B3                                                                                                                      |
|     1 | 0.527 | 0.527 |   0.527 | 0.527 | 0.527 | 0.527 | 0.527 |  0.000 |   6307.000 |   6307.000 |     6307.000 |   6307.000 | GET    | /keyword/%E6%A4%8D%E6%9D%91%E7%9B%B4%E5%B7%B1%E5%86%92%E9%99%BA%E9%A4%A8                                                                                                                |
|     1 | 0.527 | 0.527 |   0.527 | 0.527 | 0.527 | 0.527 | 0.527 |  0.000 |  11631.000 |  11631.000 |    11631.000 |  11631.000 | GET    | /keyword/%E6%99%8B%E5%B7%9E%E5%9F%8E%E6%94%BB%E9%98%B2%E6%88%A6                                                                                                                         |
|     1 | 0.526 | 0.526 |   0.526 | 0.526 | 0.526 | 0.526 | 0.526 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shibazaki&keyword=%E5%B9%B3%E5%B0%BE%E5%B1%B1                                                                                                                               |
|     1 | 0.523 | 0.523 |   0.523 | 0.523 | 0.523 | 0.523 | 0.523 |  0.000 |   3948.000 |   3948.000 |     3948.000 |   3948.000 | GET    | /keyword/12%E5%B9%B4                                                                                                                                                                    |
|     1 | 0.519 | 0.519 |   0.519 | 0.519 | 0.519 | 0.519 | 0.519 |  0.000 |   9659.000 |   9659.000 |     9659.000 |   9659.000 | GET    | /keyword/%E6%A0%AA%E5%BC%8F%E4%BA%A4%E6%8F%9B                                                                                                                                           |
|     1 | 0.517 | 0.517 |   0.517 | 0.517 | 0.517 | 0.517 | 0.517 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=dmaki&keyword=%E3%82%B7%E3%83%A3%E3%83%B3%E3%82%BF%E3%83%AB%E3%83%BB%E3%83%A0%E3%83%95                                                                                      |
|     1 | 0.511 | 0.511 |   0.511 | 0.511 | 0.511 | 0.511 | 0.511 |  0.000 |   6517.000 |   6517.000 |     6517.000 |   6517.000 | GET    | /keyword/%E4%BC%8A%E9%82%A3%E9%9B%BB%E6%B0%97%E9%89%84%E9%81%93%E3%83%87%E3%82%AD20%E5%BD%A2%E9%9B%BB%E6%B0%97%E6%A9%9F%E9%96%A2%E8%BB%8A                                               |
|     1 | 0.506 | 0.506 |   0.506 | 0.506 | 0.506 | 0.506 | 0.506 |  0.000 |   2788.000 |   2788.000 |     2788.000 |   2788.000 | GET    | /keyword/%E3%83%90%E3%83%BC%E3%83%8A%E3%83%BC%E3%83%89%E3%83%BB%E3%83%90%E3%83%BC%E3%82%AB%E3%83%BC                                                                                     |
|     1 | 0.503 | 0.503 |   0.503 | 0.503 | 0.503 | 0.503 | 0.503 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=dmaki&keyword=%E6%B0%B4%E5%B3%B6%E9%8A%95%E4%B9%9F                                                                                                                          |
|     2 | 0.085 | 0.418 |   0.503 | 0.252 | 0.085 | 0.085 | 0.085 |  0.166 |   6958.000 |   6964.000 |    13922.000 |   6961.000 | GET    | /keyword/%E5%B9%B3%E5%B0%BE%E5%B1%B1                                                                                                                                                    |
|     1 | 0.500 | 0.500 |   0.500 | 0.500 | 0.500 | 0.500 | 0.500 |  0.000 |   5016.000 |   5016.000 |     5016.000 |   5016.000 | GET    | /keyword/%E3%82%A8%E3%83%88%E3%83%A9%E3%83%B3%E3%82%BC%E5%8F%B7                                                                                                                         |
|     1 | 0.498 | 0.498 |   0.498 | 0.498 | 0.498 | 0.498 | 0.498 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=naoyat&keyword=%E5%BE%A1%E5%AE%BF%E9%A7%85                                                                                                                                  |
|     1 | 0.493 | 0.493 |   0.493 | 0.493 | 0.493 | 0.493 | 0.493 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shiraiwa&keyword=CCE                                                                                                                                                        |
|     1 | 0.493 | 0.493 |   0.493 | 0.493 | 0.493 | 0.493 | 0.493 |  0.000 |  14789.000 |  14789.000 |    14789.000 |  14789.000 | GET    | /keyword/%E5%85%B1%E9%80%9A%E7%A5%96%E5%85%88                                                                                                                                           |
|     1 | 0.493 | 0.493 |   0.493 | 0.493 | 0.493 | 0.493 | 0.493 |  0.000 |   3433.000 |   3433.000 |     3433.000 |   3433.000 | GET    | /keyword/%E4%BA%AC%E9%83%BD%E5%BA%9C%E9%81%93129%E5%8F%B7%E8%8A%B1%E5%9C%92%E5%81%9C%E8%BB%8A%E5%A0%B4%E5%A4%A7%E5%B0%86%E8%BB%8D%E7%B7%9A                                              |
|     1 | 0.482 | 0.482 |   0.482 | 0.482 | 0.482 | 0.482 | 0.482 |  0.000 |   3398.000 |   3398.000 |     3398.000 |   3398.000 | GET    | /keyword/%E4%BA%95%E4%BC%8A%E7%9B%B4%E7%9F%A9                                                                                                                                           |
|     1 | 0.481 | 0.481 |   0.481 | 0.481 | 0.481 | 0.481 | 0.481 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shibazaki&keyword=%E3%82%A6%E3%83%BC%E3%82%BA                                                                                                                               |
|     1 | 0.480 | 0.480 |   0.480 | 0.480 | 0.480 | 0.480 | 0.480 |  0.000 |   3598.000 |   3598.000 |     3598.000 |   3598.000 | GET    | /keyword/38%E5%B9%B4                                                                                                                                                                    |
|     1 | 0.478 | 0.478 |   0.478 | 0.478 | 0.478 | 0.478 | 0.478 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=dmaki&keyword=954%E5%B9%B4                                                                                                                                                  |
|     1 | 0.478 | 0.478 |   0.478 | 0.478 | 0.478 | 0.478 | 0.478 |  0.000 |   3519.000 |   3519.000 |     3519.000 |   3519.000 | GET    | /keyword/%E3%82%A6%E3%82%B8%E3%82%A7%E3%83%BC%E3%83%8C%E3%83%BB%E3%83%89%E3%83%9E%E3%83%AB%E3%82%BB%E3%83%BC                                                                            |
|     1 | 0.477 | 0.477 |   0.477 | 0.477 | 0.477 | 0.477 | 0.477 |  0.000 |   6916.000 |   6916.000 |     6916.000 |   6916.000 | GET    | /keyword/%E6%AD%A6%E5%B8%82%E6%99%BA%E8%A1%8C                                                                                                                                           |
|     1 | 0.477 | 0.477 |   0.477 | 0.477 | 0.477 | 0.477 | 0.477 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ntsutsumi&keyword=%E3%82%B7%E3%83%A3%E3%83%B3%E3%82%BF%E3%83%AB%E3%83%BB%E3%83%A0%E3%83%95                                                                                  |
|     1 | 0.476 | 0.476 |   0.476 | 0.476 | 0.476 | 0.476 | 0.476 |  0.000 |  38486.000 |  38486.000 |    38486.000 |  38486.000 | GET    | /keyword/%E3%82%A8%E3%83%8B%E3%82%B0%E3%83%9E%20%28%E6%9A%97%E5%8F%B7%E6%A9%9F%29                                                                                                       |
|     1 | 0.475 | 0.475 |   0.475 | 0.475 | 0.475 | 0.475 | 0.475 |  0.000 |   5201.000 |   5201.000 |     5201.000 |   5201.000 | GET    | /keyword/%E6%B8%A9%E6%B3%89%E6%B4%A5%E7%94%BA                                                                                                                                           |
|     1 | 0.474 | 0.474 |   0.474 | 0.474 | 0.474 | 0.474 | 0.474 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=hoto&keyword=%E3%83%AC%E3%83%95%E3%83%A9%E3%83%BC                                                                                                                           |
|     1 | 0.472 | 0.472 |   0.472 | 0.472 | 0.472 | 0.472 | 0.472 |  0.000 |   4826.000 |   4826.000 |     4826.000 |   4826.000 | GET    | /keyword/%E3%83%99%E3%83%AC%E3%83%8B%E3%82%B9%E3%83%BB%E3%82%A2%E3%83%9C%E3%83%83%E3%83%88                                                                                              |
|     1 | 0.470 | 0.470 |   0.470 | 0.470 | 0.470 | 0.470 | 0.470 |  0.000 |   2945.000 |   2945.000 |     2945.000 |   2945.000 | GET    | /keyword/832%E5%B9%B4                                                                                                                                                                   |
|     1 | 0.470 | 0.470 |   0.470 | 0.470 | 0.470 | 0.470 | 0.470 |  0.000 |   7927.000 |   7927.000 |     7927.000 |   7927.000 | GET    | /keyword/%E7%99%BD%E5%B1%B1%E6%A8%A9%E7%8F%BE                                                                                                                                           |
|     1 | 0.469 | 0.469 |   0.469 | 0.469 | 0.469 | 0.469 | 0.469 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ntsutsumi&keyword=%E4%B8%8A%E6%9D%89%E6%86%B2%E5%BF%A0                                                                                                                      |
|     2 | 0.216 | 0.253 |   0.469 | 0.234 | 0.216 | 0.216 | 0.216 |  0.019 |   3779.000 |   5097.000 |     8876.000 |   4438.000 | GET    | /keyword/%E7%9F%B3%E5%B7%9D%E6%89%8D%E9%A1%95                                                                                                                                           |
|     1 | 0.468 | 0.468 |   0.468 | 0.468 | 0.468 | 0.468 | 0.468 |  0.000 |   5201.000 |   5201.000 |     5201.000 |   5201.000 | GET    | /keyword/%E3%83%A6%E3%83%AA%E3%82%A4%E3%82%AB%20%28%E9%9B%91%E8%AA%8C%29                                                                                                                |
|     1 | 0.466 | 0.466 |   0.466 | 0.466 | 0.466 | 0.466 | 0.466 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=isoya&keyword=%E3%83%9B%E3%83%BC%E3%82%B9%E3%83%88                                                                                                                          |
|     1 | 0.466 | 0.466 |   0.466 | 0.466 | 0.466 | 0.466 | 0.466 |  0.000 |   3231.000 |   3231.000 |     3231.000 |   3231.000 | GET    | /keyword/%E3%82%A8%E3%83%AA%E3%82%B6%E3%83%99%E3%82%B9%E3%83%BBA%E3%83%BB%E3%83%AA%E3%83%B3                                                                                             |
|     1 | 0.465 | 0.465 |   0.465 | 0.465 | 0.465 | 0.465 | 0.465 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=fujisawa&keyword=%E6%B2%BC%E8%90%BD%E6%82%AA%E6%B0%B4%E8%B7%AF                                                                                                              |
|     1 | 0.462 | 0.462 |   0.462 | 0.462 | 0.462 | 0.462 | 0.462 |  0.000 |   7599.000 |   7599.000 |     7599.000 |   7599.000 | GET    | /keyword/%E5%9B%B2%E7%A2%81%E3%81%AE%E8%A8%98%E9%8C%B2%E4%B8%80%E8%A6%A7                                                                                                                |
|     1 | 0.461 | 0.461 |   0.461 | 0.461 | 0.461 | 0.461 | 0.461 |  0.000 |   8548.000 |   8548.000 |     8548.000 |   8548.000 | GET    | /keyword/%E3%81%B4%E3%82%87%E3%82%93%E3%81%B4%E3%82%87%E3%82%93                                                                                                                         |
|     1 | 0.458 | 0.458 |   0.458 | 0.458 | 0.458 | 0.458 | 0.458 |  0.000 |   2273.000 |   2273.000 |     2273.000 |   2273.000 | GET    | /keyword/TRM                                                                                                                                                                            |
|     1 | 0.458 | 0.458 |   0.458 | 0.458 | 0.458 | 0.458 | 0.458 |  0.000 |   9999.000 |   9999.000 |     9999.000 |   9999.000 | GET    | /keyword/%E5%B9%B3%E5%AD%90%E7%90%86%E6%B2%99                                                                                                                                           |
|     1 | 0.449 | 0.449 |   0.449 | 0.449 | 0.449 | 0.449 | 0.449 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ogata&keyword=%E6%9F%B3%E4%BA%95%E6%B8%AF%E9%A7%85                                                                                                                          |
|     1 | 0.447 | 0.447 |   0.447 | 0.447 | 0.447 | 0.447 | 0.447 |  0.000 |   2916.000 |   2916.000 |     2916.000 |   2916.000 | GET    | /keyword/%E9%85%92%E4%BA%95%E5%BF%A0%E5%AD%98                                                                                                                                           |
|     1 | 0.447 | 0.447 |   0.447 | 0.447 | 0.447 | 0.447 | 0.447 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=naoyat&keyword=%E5%8C%97%E6%B5%B7%E9%81%93%E3%81%AE%E5%86%8D%E9%96%8B%E7%99%BA%E3%81%AE%E4%B8%80%E8%A6%A7                                                                   |
|     1 | 0.446 | 0.446 |   0.446 | 0.446 | 0.446 | 0.446 | 0.446 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=isoya&keyword=1109%E5%B9%B4                                                                                                                                                 |
|     1 | 0.446 | 0.446 |   0.446 | 0.446 | 0.446 | 0.446 | 0.446 |  0.000 |  13534.000 |  13534.000 |    13534.000 |  13534.000 | GET    | /keyword/%E5%B1%85%E5%90%88%E9%81%93                                                                                                                                                    |
|     1 | 0.446 | 0.446 |   0.446 | 0.446 | 0.446 | 0.446 | 0.446 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=seagirl&keyword=%E3%83%9B%E3%83%BC%E3%82%B9%E3%83%88                                                                                                                        |
|     1 | 0.444 | 0.444 |   0.444 | 0.444 | 0.444 | 0.444 | 0.444 |  0.000 |  13656.000 |  13656.000 |    13656.000 |  13656.000 | GET    | /keyword/%E3%82%A8%E3%82%A4%E3%83%96%E3%83%A9%E3%83%8F%E3%83%A0%E3%83%BB%E3%83%A1%E3%83%AA%E3%83%83%E3%83%88                                                                            |
|     1 | 0.440 | 0.440 |   0.440 | 0.440 | 0.440 | 0.440 | 0.440 |  0.000 |   4404.000 |   4404.000 |     4404.000 |   4404.000 | GET    | /keyword/%E7%B4%80%E5%85%83%E5%89%8D3%E5%B9%B4                                                                                                                                          |
|     1 | 0.439 | 0.439 |   0.439 | 0.439 | 0.439 | 0.439 | 0.439 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=springmt&keyword=%E8%BC%AA%E7%8A%B6%E7%94%B2%E7%8A%B6%E7%AD%8B                                                                                                              |
|     1 | 0.436 | 0.436 |   0.436 | 0.436 | 0.436 | 0.436 | 0.436 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=springmt&keyword=%E4%B8%8A%E6%9D%89%E6%86%B2%E5%BF%A0                                                                                                                       |
|     1 | 0.433 | 0.433 |   0.433 | 0.433 | 0.433 | 0.433 | 0.433 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=springmt&keyword=%E5%B7%A8%E5%A4%A7%E5%9F%BA%E6%95%B0                                                                                                                       |
|     1 | 0.433 | 0.433 |   0.433 | 0.433 | 0.433 | 0.433 | 0.433 |  0.000 |   7727.000 |   7727.000 |     7727.000 |   7727.000 | GET    | /keyword/%E6%B8%A9%E6%B3%89%E7%94%BA                                                                                                                                                    |
|     1 | 0.426 | 0.426 |   0.426 | 0.426 | 0.426 | 0.426 | 0.426 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=dmaki&keyword=%E5%B9%B3%E5%B0%BE%E5%B1%B1                                                                                                                                   |
|     1 | 0.425 | 0.425 |   0.425 | 0.425 | 0.425 | 0.425 | 0.425 |  0.000 |  26535.000 |  26535.000 |    26535.000 |  26535.000 | GET    | /keyword/%E6%97%A7%E5%88%B6%E5%A4%A7%E5%AD%A6                                                                                                                                           |
|     1 | 0.420 | 0.420 |   0.420 | 0.420 | 0.420 | 0.420 | 0.420 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=rozary&keyword=%E3%82%A4%E3%83%89%E3%83%AA%E3%83%BC%E3%82%B9                                                                                                                |
|     1 | 0.420 | 0.420 |   0.420 | 0.420 | 0.420 | 0.420 | 0.420 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shibazaki&keyword=%E5%86%85%E7%94%B0%E4%BF%AE%E5%B9%B3                                                                                                                      |
|     1 | 0.419 | 0.419 |   0.419 | 0.419 | 0.419 | 0.419 | 0.419 |  0.000 |   4396.000 |   4396.000 |     4396.000 |   4396.000 | GET    | /keyword/%E4%B8%8A%E7%B7%8F%E4%B9%85%E4%BF%9D%E9%A7%85                                                                                                                                  |
|     1 | 0.419 | 0.419 |   0.419 | 0.419 | 0.419 | 0.419 | 0.419 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=dmaki&keyword=%E9%95%B7%E6%98%A5%E4%B8%AD%E5%8C%BB%E8%96%AC%E5%A4%A7%E5%AD%A6                                                                                               |
|     1 | 0.418 | 0.418 |   0.418 | 0.418 | 0.418 | 0.418 | 0.418 |  0.000 |  25446.000 |  25446.000 |    25446.000 |  25446.000 | GET    | /keyword/%E5%B8%AF%E5%BA%83%E9%A7%85                                                                                                                                                    |
|     1 | 0.413 | 0.413 |   0.413 | 0.413 | 0.413 | 0.413 | 0.413 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=skjm&keyword=%E4%BA%94%E6%89%80%E5%B7%9D%E5%8E%9F%E7%AB%8B%E4%BD%9E%E6%AD%A6%E5%A4%9A                                                                                       |
|     1 | 0.412 | 0.412 |   0.412 | 0.412 | 0.412 | 0.412 | 0.412 |  0.000 |   8336.000 |   8336.000 |     8336.000 |   8336.000 | GET    | /keyword/%E6%A0%83%E6%9C%A8%E7%9C%8C%E9%81%9363%E5%8F%B7%E8%97%A4%E5%8E%9F%E5%AE%87%E9%83%BD%E5%AE%AE%E7%B7%9A                                                                          |
|     1 | 0.412 | 0.412 |   0.412 | 0.412 | 0.412 | 0.412 | 0.412 |  0.000 |  14012.000 |  14012.000 |    14012.000 |  14012.000 | GET    | /keyword/%E4%BC%8A%E4%BA%88%E5%B8%82%E9%A7%85                                                                                                                                           |
|     1 | 0.408 | 0.408 |   0.408 | 0.408 | 0.408 | 0.408 | 0.408 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ntsutsumi&keyword=%E5%B9%B3%E5%B0%BE%E5%B1%B1                                                                                                                               |
|     1 | 0.404 | 0.404 |   0.404 | 0.404 | 0.404 | 0.404 | 0.404 |  0.000 |  11035.000 |  11035.000 |    11035.000 |  11035.000 | GET    | /keyword/%E8%8B%A5%E6%9E%97%E5%8C%BA                                                                                                                                                    |
|     1 | 0.404 | 0.404 |   0.404 | 0.404 | 0.404 | 0.404 | 0.404 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=fujisawa&keyword=%E4%BD%9C%E6%9B%B2%E8%B3%9E                                                                                                                                |
|     1 | 0.403 | 0.403 |   0.403 | 0.403 | 0.403 | 0.403 | 0.403 |  0.000 |  16610.000 |  16610.000 |    16610.000 |  16610.000 | GET    | /keyword/%E3%82%AF%E3%83%A9%E3%82%B9%E3%83%8E%E3%83%80%E3%83%BC%E3%83%AB                                                                                                                |
|     1 | 0.403 | 0.403 |   0.403 | 0.403 | 0.403 | 0.403 | 0.403 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=rozary&keyword=775%E5%B9%B4                                                                                                                                                 |
|     1 | 0.402 | 0.402 |   0.402 | 0.402 | 0.402 | 0.402 | 0.402 |  0.000 |  48157.000 |  48157.000 |    48157.000 |  48157.000 | GET    | /keyword/%E4%B8%89%E8%8F%B1%E3%83%BB%E3%83%A9%E3%83%B3%E3%82%B5%E3%83%BC                                                                                                                |
|     1 | 0.402 | 0.402 |   0.402 | 0.402 | 0.402 | 0.402 | 0.402 |  0.000 |   3430.000 |   3430.000 |     3430.000 |   3430.000 | GET    | /keyword/%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%83%9E%E3%83%AA%E3%82%AA%E3%82%B9%E3%82%BF%E3%82%B8%E3%82%A2%E3%83%A0                                                                   |
|     1 | 0.396 | 0.396 |   0.396 | 0.396 | 0.396 | 0.396 | 0.396 |  0.000 |    335.000 |    335.000 |      335.000 |    335.000 | POST   | /stars?user=naoyat&keyword=%E3%83%89%E3%83%AA%E3%83%BC%E3%83%A0%E3%82%AD%E3%83%A3%E3%82%B9%E3%83%88                                                                                     |
|     1 | 0.396 | 0.396 |   0.396 | 0.396 | 0.396 | 0.396 | 0.396 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=isoya&keyword=%E8%88%B9%E6%88%B8%E5%B1%B1                                                                                                                                   |
|     1 | 0.396 | 0.396 |   0.396 | 0.396 | 0.396 | 0.396 | 0.396 |  0.000 |   3149.000 |   3149.000 |     3149.000 |   3149.000 | GET    | /keyword/%E5%85%B5%E5%BA%AB%E7%9C%8C%E9%81%93258%E5%8F%B7%E5%B1%B1%E7%94%B0%E6%97%A5%E9%AB%98%E7%B7%9A                                                                                  |
|     1 | 0.395 | 0.395 |   0.395 | 0.395 | 0.395 | 0.395 | 0.395 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=skjm&keyword=%E6%B5%A6%E5%B9%8C%E9%A7%85                                                                                                                                    |
|     1 | 0.386 | 0.386 |   0.386 | 0.386 | 0.386 | 0.386 | 0.386 |  0.000 |  45866.000 |  45866.000 |    45866.000 |  45866.000 | GET    | /keyword/%E6%89%80%E5%B1%9E%E9%83%A1%E3%82%92%E5%A4%89%E6%9B%B4%E3%81%97%E3%81%9F%E7%94%BA%E6%9D%91%E4%B8%80%E8%A6%A7                                                                   |
|     1 | 0.384 | 0.384 |   0.384 | 0.384 | 0.384 | 0.384 | 0.384 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=skjm&keyword=%E5%8C%97%E6%B6%88%E9%98%B2%E7%BD%B2                                                                                                                           |
|     1 | 0.384 | 0.384 |   0.384 | 0.384 | 0.384 | 0.384 | 0.384 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=seagirl&keyword=%E5%8D%97%E8%9F%B9%E8%B0%B7%E6%9D%91                                                                                                                        |
