+-------+-------+-------+---------+-------+-------+-------+-------+--------+------------+------------+--------------+------------+--------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| COUNT |  MIN  |  MAX  |   SUM   |  AVG  |  P1   |  P50  |  P99  | STDDEV | MIN(BODY)  | MAX(BODY)  |  SUM(BODY)   | AVG(BODY)  | METHOD |                                                                                           URI                                                                                           |
|     1 | 0.857 | 0.857 |   0.857 | 0.857 | 0.857 | 0.857 | 0.857 |  0.000 |   6542.000 |   6542.000 |     6542.000 |   6542.000 | GET    | /keyword/%E3%81%AA%E3%81%8C%E3%81%84%E3%81%91%E3%82%93                                                                                                                                  |
|     1 | 0.843 | 0.843 |   0.843 | 0.843 | 0.843 | 0.843 | 0.843 |  0.000 |   4613.000 |   4613.000 |     4613.000 |   4613.000 | GET    | /keyword/68%E5%B9%B4                                                                                                                                                                    |
|     1 | 0.835 | 0.835 |   0.835 | 0.835 | 0.835 | 0.835 | 0.835 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=hoto&keyword=1109%E5%B9%B4                                                                                                                                                  |
|     1 | 0.834 | 0.834 |   0.834 | 0.834 | 0.834 | 0.834 | 0.834 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=naoyat&keyword=%E8%A1%8C%E6%94%BF%E6%95%99%E5%8C%BA                                                                                                                         |
|     1 | 0.833 | 0.833 |   0.833 | 0.833 | 0.833 | 0.833 | 0.833 |  0.000 |   4850.000 |   4850.000 |     4850.000 |   4850.000 | GET    | /keyword/%E3%82%B7%E3%83%81%E3%83%AA%E3%82%A2%E6%B5%B7%E5%B3%A1                                                                                                                         |
|     1 | 0.831 | 0.831 |   0.831 | 0.831 | 0.831 | 0.831 | 0.831 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=takefumi&keyword=%E5%8D%97%E5%B1%B1%E5%B4%8E%E6%9D%91                                                                                                                       |
|     1 | 0.826 | 0.826 |   0.826 | 0.826 | 0.826 | 0.826 | 0.826 |  0.000 |   7649.000 |   7649.000 |     7649.000 |   7649.000 | GET    | /keyword/%E3%82%A2%E3%83%AC%E3%82%AF%E3%82%B5%E3%83%B3%E3%83%89%E3%83%AA%E3%82%A2%E3%81%AE%E3%83%95%E3%82%A3%E3%83%AD%E3%83%B3                                                          |
|     2 | 0.411 | 0.415 |   0.826 | 0.413 | 0.411 | 0.411 | 0.411 |  0.002 |   2212.000 |   2212.000 |     4424.000 |   2212.000 | GET    | /keyword/%E3%83%9B%E3%83%BC%E3%82%B9%E3%83%88                                                                                                                                           |
|     1 | 0.822 | 0.822 |   0.822 | 0.822 | 0.822 | 0.822 | 0.822 |  0.000 |   4562.000 |   4562.000 |     4562.000 |   4562.000 | GET    | /keyword/%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B9%E3%82%BF%E3%82%A6%E3%83%B3                                                                                                                |
|     1 | 0.820 | 0.820 |   0.820 | 0.820 | 0.820 | 0.820 | 0.820 |  0.000 |   5202.000 |   5202.000 |     5202.000 |   5202.000 | GET    | /keyword/%E8%BF%91%E8%97%A4%E5%8B%87%E4%BA%94%E9%83%8E                                                                                                                                  |
|     1 | 0.819 | 0.819 |   0.819 | 0.819 | 0.819 | 0.819 | 0.819 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ntsutsumi&keyword=%E6%B0%B4%E5%B3%B6%E9%8A%95%E4%B9%9F                                                                                                                      |
|     1 | 0.817 | 0.817 |   0.817 | 0.817 | 0.817 | 0.817 | 0.817 |  0.000 |   5314.000 |   5314.000 |     5314.000 |   5314.000 | GET    | /keyword/%E3%83%AD%E3%83%9E%E3%83%8E%E3%82%B93%E4%B8%96%E3%82%A2%E3%83%AB%E3%82%AE%E3%83%A5%E3%83%AD%E3%82%B9                                                                           |
|     2 | 0.405 | 0.408 |   0.813 | 0.406 | 0.405 | 0.405 | 0.405 |  0.001 |  24457.000 |  24465.000 |    48922.000 |  24461.000 | GET    | /keyword/%E5%B0%8F%E5%A0%80%E5%8B%9D%E5%95%93                                                                                                                                           |
|     1 | 0.810 | 0.810 |   0.810 | 0.810 | 0.810 | 0.810 | 0.810 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=seagirl&keyword=%E5%B7%A8%E5%A4%A7%E5%9F%BA%E6%95%B0                                                                                                                        |
|     1 | 0.805 | 0.805 |   0.805 | 0.805 | 0.805 | 0.805 | 0.805 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=skjm&keyword=%E7%94%B0%E7%AB%8B%E9%A7%85                                                                                                                                    |
|     1 | 0.801 | 0.801 |   0.801 | 0.801 | 0.801 | 0.801 | 0.801 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shiraiwa&keyword=%E7%A9%BA%E5%8D%B0%E5%AF%BA                                                                                                                                |
|     1 | 0.797 | 0.797 |   0.797 | 0.797 | 0.797 | 0.797 | 0.797 |  0.000 |   3634.000 |   3634.000 |     3634.000 |   3634.000 | GET    | /keyword/%E3%81%8B%E3%81%A4%E3%82%89                                                                                                                                                    |
|     1 | 0.792 | 0.792 |   0.792 | 0.792 | 0.792 | 0.792 | 0.792 |  0.000 |  29456.000 |  29456.000 |    29456.000 |  29456.000 | GET    | /keyword/%E7%B1%B3%E6%B2%A2%E5%B8%82                                                                                                                                                    |
|     1 | 0.792 | 0.792 |   0.792 | 0.792 | 0.792 | 0.792 | 0.792 |  0.000 |  11105.000 |  11105.000 |    11105.000 |  11105.000 | GET    | /keyword/%E6%9D%B1%E4%BA%AC%E9%83%BD%E9%81%935%E5%8F%B7%E6%96%B0%E5%AE%BF%E9%9D%92%E6%A2%85%E7%B7%9A                                                                                    |
|     1 | 0.788 | 0.788 |   0.788 | 0.788 | 0.788 | 0.788 | 0.788 |  0.000 |  61733.000 |  61733.000 |    61733.000 |  61733.000 | GET    | /keyword/%E3%82%A8%E3%82%A2%E3%83%90%E3%82%B9A310                                                                                                                                       |
|     1 | 0.788 | 0.788 |   0.788 | 0.788 | 0.788 | 0.788 | 0.788 |  0.000 |   5510.000 |   5510.000 |     5510.000 |   5510.000 | GET    | /keyword/%E6%97%A5%E6%9C%AC%E3%81%AE%E6%98%A0%E7%94%BB%E7%9B%A3%E7%9D%A3%E4%B8%80%E8%A6%A7                                                                                              |
|     1 | 0.787 | 0.787 |   0.787 | 0.787 | 0.787 | 0.787 | 0.787 |  0.000 |   8668.000 |   8668.000 |     8668.000 |   8668.000 | GET    | /keyword/%E4%BA%80%E7%94%B0%E7%94%BA%20%28%E6%96%B0%E6%BD%9F%E7%9C%8C%29                                                                                                                |
|     1 | 0.786 | 0.786 |   0.786 | 0.786 | 0.786 | 0.786 | 0.786 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=takefumi&keyword=%E8%B1%8A%E6%A9%8B%E9%96%A3%E6%97%A5%E9%80%B2%E7%A6%85%E5%AF%BA                                                                                            |
|     1 | 0.782 | 0.782 |   0.782 | 0.782 | 0.782 | 0.782 | 0.782 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ogata&keyword=%E3%83%AC%E3%83%95%E3%83%A9%E3%83%BC                                                                                                                          |
|     1 | 0.781 | 0.781 |   0.781 | 0.781 | 0.781 | 0.781 | 0.781 |  0.000 |   2796.000 |   2796.000 |     2796.000 |   2796.000 | GET    | /keyword/%E5%A4%AA%E7%94%B0%E5%B7%9D%20%28%E9%9D%99%E5%B2%A1%E7%9C%8C%29                                                                                                                |
|     1 | 0.768 | 0.768 |   0.768 | 0.768 | 0.768 | 0.768 | 0.768 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=rozary&keyword=%E6%9E%87%E6%9D%B7%E5%B3%B6%E6%A9%8B                                                                                                                         |
|     1 | 0.768 | 0.768 |   0.768 | 0.768 | 0.768 | 0.768 | 0.768 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ogata&keyword=%E6%99%AE%E9%96%80%E9%99%A2                                                                                                                                   |
|     1 | 0.768 | 0.768 |   0.768 | 0.768 | 0.768 | 0.768 | 0.768 |  0.000 |  13153.000 |  13153.000 |    13153.000 |  13153.000 | GET    | /keyword/%E6%B0%B7%E8%A6%8B%E5%B8%82                                                                                                                                                    |
|     1 | 0.766 | 0.766 |   0.766 | 0.766 | 0.766 | 0.766 | 0.766 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=springmt&keyword=%E5%86%85%E7%94%B0%E4%BF%AE%E5%B9%B3                                                                                                                       |
|     1 | 0.764 | 0.764 |   0.764 | 0.764 | 0.764 | 0.764 | 0.764 |  0.000 |  15947.000 |  15947.000 |    15947.000 |  15947.000 | GET    | /keyword/%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%A8%E3%82%A4%E3%82%B8                                                                                                                         |
|     1 | 0.757 | 0.757 |   0.757 | 0.757 | 0.757 | 0.757 | 0.757 |  0.000 |   3463.000 |   3463.000 |     3463.000 |   3463.000 | GET    | /keyword/838%E5%B9%B4                                                                                                                                                                   |
|     1 | 0.753 | 0.753 |   0.753 | 0.753 | 0.753 | 0.753 | 0.753 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=springmt&keyword=%E6%B5%A6%E5%B9%8C%E9%A7%85                                                                                                                                |
|     1 | 0.753 | 0.753 |   0.753 | 0.753 | 0.753 | 0.753 | 0.753 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=rozary&keyword=%E9%9E%8D%E6%8E%9B%E5%B1%B1                                                                                                                                  |
|     1 | 0.752 | 0.752 |   0.752 | 0.752 | 0.752 | 0.752 | 0.752 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=isoya&keyword=CCE                                                                                                                                                           |
|     1 | 0.749 | 0.749 |   0.749 | 0.749 | 0.749 | 0.749 | 0.749 |  0.000 |  12177.000 |  12177.000 |    12177.000 |  12177.000 | GET    | /keyword/%E5%8D%98%E7%A7%91%E5%A4%A7%E5%AD%A6%E3%81%A8%E7%B7%8F%E5%90%88%E5%A4%A7%E5%AD%A6                                                                                              |
|     1 | 0.748 | 0.748 |   0.748 | 0.748 | 0.748 | 0.748 | 0.748 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shibazaki&keyword=%E8%BC%AA%E7%8A%B6%E7%94%B2%E7%8A%B6%E7%AD%8B                                                                                                             |
|     2 | 0.304 | 0.444 |   0.748 | 0.374 | 0.304 | 0.304 | 0.304 |  0.070 |   3779.000 |   7849.000 |    11628.000 |   5814.000 | GET    | /keyword/%E3%83%88%E3%83%AC%E3%83%83%E3%82%AD%E3%83%BC                                                                                                                                  |
|     1 | 0.744 | 0.744 |   0.744 | 0.744 | 0.744 | 0.744 | 0.744 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shibazaki&keyword=%E5%8C%97%E6%B6%88%E9%98%B2%E7%BD%B2                                                                                                                      |
|     1 | 0.735 | 0.735 |   0.735 | 0.735 | 0.735 | 0.735 | 0.735 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=rozary&keyword=%E8%A1%8C%E6%94%BF%E6%95%99%E5%8C%BA                                                                                                                         |
|     1 | 0.735 | 0.735 |   0.735 | 0.735 | 0.735 | 0.735 | 0.735 |  0.000 |   7840.000 |   7840.000 |     7840.000 |   7840.000 | GET    | /keyword/%E3%83%86%E3%83%A5%E3%83%AB%E3%82%AF%E3%83%A1%E3%83%8A%E3%83%90%E3%83%BC%E3%83%88                                                                                              |
|     1 | 0.733 | 0.733 |   0.733 | 0.733 | 0.733 | 0.733 | 0.733 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=hoto&keyword=%E6%9F%B3%E4%BA%95%E6%B8%AF%E9%A7%85                                                                                                                           |
|     1 | 0.732 | 0.732 |   0.732 | 0.732 | 0.732 | 0.732 | 0.732 |  0.000 |   4201.000 |   4201.000 |     4201.000 |   4201.000 | GET    | /keyword/%E3%82%A4%E3%83%AA%E5%9C%B0%E6%96%B9                                                                                                                                           |
|     1 | 0.726 | 0.726 |   0.726 | 0.726 | 0.726 | 0.726 | 0.726 |  0.000 |   4706.000 |   4706.000 |     4706.000 |   4706.000 | GET    | /keyword/%E3%82%A8%E3%83%95%E3%82%A7%E3%82%BD%E3%82%B9%E5%BC%B7%E7%9B%97%E4%BC%9A%E8%AD%B0                                                                                              |
|     1 | 0.725 | 0.725 |   0.725 | 0.725 | 0.725 | 0.725 | 0.725 |  0.000 |   7679.000 |   7679.000 |     7679.000 |   7679.000 | GET    | /keyword/%E5%B1%B1%E5%8F%A3%E6%B7%B3                                                                                                                                                    |
|     1 | 0.723 | 0.723 |   0.723 | 0.723 | 0.723 | 0.723 | 0.723 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shibazaki&keyword=%E3%82%B7%E3%83%8A%E3%83%84%E3%83%92%E3%82%B3                                                                                                             |
|     2 | 0.310 | 0.412 |   0.722 | 0.361 | 0.310 | 0.310 | 0.310 |  0.051 |   2134.000 |   2134.000 |     4268.000 |   2134.000 | GET    | /keyword/%E5%8A%A0%E8%97%A4%E5%BD%B0                                                                                                                                                    |
|     1 | 0.721 | 0.721 |   0.721 | 0.721 | 0.721 | 0.721 | 0.721 |  0.000 |   4955.000 |   4955.000 |     4955.000 |   4955.000 | GET    | /keyword/%E9%95%B7%E6%89%93%E7%8E%87                                                                                                                                                    |
|     1 | 0.721 | 0.721 |   0.721 | 0.721 | 0.721 | 0.721 | 0.721 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=fujisawa&keyword=%E8%B1%8A%E6%A9%8B%E9%96%A3%E6%97%A5%E9%80%B2%E7%A6%85%E5%AF%BA                                                                                            |
|     1 | 0.720 | 0.720 |   0.720 | 0.720 | 0.720 | 0.720 | 0.720 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=isoya&keyword=%E3%83%88%E3%82%A4%E3%82%BA                                                                                                                                   |
|     1 | 0.716 | 0.716 |   0.716 | 0.716 | 0.716 | 0.716 | 0.716 |  0.000 |  23800.000 |  23800.000 |    23800.000 |  23800.000 | GET    | /keyword/%E6%B5%B7%E6%B5%9C%E5%B9%95%E5%BC%B5%E9%A7%85                                                                                                                                  |
|     1 | 0.709 | 0.709 |   0.709 | 0.709 | 0.709 | 0.709 | 0.709 |  0.000 |   4006.000 |   4006.000 |     4006.000 |   4006.000 | GET    | /keyword/%E3%82%AB%E3%83%AC%E3%83%BC%E3%83%A9%E3%82%A4%E3%82%B9%E3%81%AE%E5%A5%B3                                                                                                       |
|     1 | 0.708 | 0.708 |   0.708 | 0.708 | 0.708 | 0.708 | 0.708 |  0.000 |   4220.000 |   4220.000 |     4220.000 |   4220.000 | GET    | /keyword/%E5%90%BE%E5%A6%BB%E3%83%91%E3%83%BC%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%A8%E3%83%AA%E3%82%A2                                                                                     |
|     1 | 0.703 | 0.703 |   0.703 | 0.703 | 0.703 | 0.703 | 0.703 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=fujisawa&keyword=%E5%8D%97%E5%B1%B1%E5%B4%8E%E6%9D%91                                                                                                                       |
|     1 | 0.703 | 0.703 |   0.703 | 0.703 | 0.703 | 0.703 | 0.703 |  0.000 |   3628.000 |   3628.000 |     3628.000 |   3628.000 | GET    | /keyword/788%E5%B9%B4                                                                                                                                                                   |
|     1 | 0.703 | 0.703 |   0.703 | 0.703 | 0.703 | 0.703 | 0.703 |  0.000 |    335.000 |    335.000 |      335.000 |    335.000 | POST   | /stars?user=hoto&keyword=%E3%82%B9%E3%82%AD%E3%83%BC                                                                                                                                    |
|     2 | 0.224 | 0.478 |   0.702 | 0.351 | 0.224 | 0.224 | 0.224 |  0.127 |   7874.000 |   8343.000 |    16217.000 |   8108.500 | GET    | /keyword/%E4%BA%94%E6%89%80%E5%B7%9D%E5%8E%9F%E7%AB%8B%E4%BD%9E%E6%AD%A6%E5%A4%9A                                                                                                       |
|     1 | 0.701 | 0.701 |   0.701 | 0.701 | 0.701 | 0.701 | 0.701 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=seagirl&keyword=%E4%BA%94%E6%89%80%E5%B7%9D%E5%8E%9F%E7%AB%8B%E4%BD%9E%E6%AD%A6%E5%A4%9A                                                                                    |
|     1 | 0.697 | 0.697 |   0.697 | 0.697 | 0.697 | 0.697 | 0.697 |  0.000 |  11521.000 |  11521.000 |    11521.000 |  11521.000 | GET    | /keyword/%E5%B7%9D%E6%9C%AC%E7%94%BA                                                                                                                                                    |
|     1 | 0.694 | 0.694 |   0.694 | 0.694 | 0.694 | 0.694 | 0.694 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=naoyat&keyword=%E3%83%88%E3%83%AC%E3%83%83%E3%82%AD%E3%83%BC                                                                                                                |
|     1 | 0.693 | 0.693 |   0.693 | 0.693 | 0.693 | 0.693 | 0.693 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shiraiwa&keyword=%E8%88%B9%E6%88%B8%E5%B1%B1                                                                                                                                |
|     1 | 0.688 | 0.688 |   0.688 | 0.688 | 0.688 | 0.688 | 0.688 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=hoto&keyword=%E7%9F%B3%E5%B7%9D%E6%89%8D%E9%A1%95                                                                                                                           |
|     1 | 0.684 | 0.684 |   0.684 | 0.684 | 0.684 | 0.684 | 0.684 |  0.000 |   7411.000 |   7411.000 |     7411.000 |   7411.000 | GET    | /keyword/%E3%83%95%E3%83%AD%E3%83%A0%E3%83%AF%E3%83%B3                                                                                                                                  |
|     1 | 0.674 | 0.674 |   0.674 | 0.674 | 0.674 | 0.674 | 0.674 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ogata&keyword=%E7%9F%B3%E5%B7%9D%E6%89%8D%E9%A1%95                                                                                                                          |
|     2 | 0.305 | 0.365 |   0.670 | 0.335 | 0.305 | 0.305 | 0.305 |  0.030 |   7874.000 |   9291.000 |    17165.000 |   8582.500 | GET    | /keyword/%E4%B8%8A%E6%9D%89%E6%86%B2%E5%BF%A0                                                                                                                                           |
|     1 | 0.669 | 0.669 |   0.669 | 0.669 | 0.669 | 0.669 | 0.669 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=isoya&keyword=%E4%BA%95%E4%B8%8A%E6%95%8F%E5%A4%AB                                                                                                                          |
|     1 | 0.668 | 0.668 |   0.668 | 0.668 | 0.668 | 0.668 | 0.668 |  0.000 |   3379.000 |   3379.000 |     3379.000 |   3379.000 | GET    | /keyword/%E6%9D%BE%E6%B1%9F%E8%A5%BF%E3%82%A4%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%81%E3%82%A7%E3%83%B3%E3%82%B8                                                                            |
|     1 | 0.660 | 0.660 |   0.660 | 0.660 | 0.660 | 0.660 | 0.660 |  0.000 |   6783.000 |   6783.000 |     6783.000 |   6783.000 | GET    | /keyword/%E3%83%88%E3%83%BC%E3%83%A8%E3%83%BC%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%B9%E3%82%BF%E3%82%A4%E3%83%AB                                                                   |
|     1 | 0.656 | 0.656 |   0.656 | 0.656 | 0.656 | 0.656 | 0.656 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=dmaki&keyword=207%E5%B9%B4                                                                                                                                                  |
|     1 | 0.655 | 0.655 |   0.655 | 0.655 | 0.655 | 0.655 | 0.655 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=hoto&keyword=%E8%97%AA%E7%94%B0%E6%9D%91                                                                                                                                    |
|     2 | 0.204 | 0.446 |   0.650 | 0.325 | 0.204 | 0.204 | 0.204 |  0.121 |   3779.000 |   6639.000 |    10418.000 |   5209.000 | GET    | /keyword/%E8%88%B9%E6%88%B8%E5%B1%B1                                                                                                                                                    |
|     1 | 0.649 | 0.649 |   0.649 | 0.649 | 0.649 | 0.649 | 0.649 |  0.000 |   5298.000 |   5298.000 |     5298.000 |   5298.000 | GET    | /keyword/%E7%99%BD%E5%B7%9D%E9%83%B7%E3%82%A4%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%81%E3%82%A7%E3%83%B3%E3%82%B8                                                                            |
|     2 | 0.175 | 0.472 |   0.647 | 0.324 | 0.175 | 0.175 | 0.175 |  0.148 |   2668.000 |   2668.000 |     5336.000 |   2668.000 | GET    | /keyword/635%E5%B9%B4                                                                                                                                                                   |
|     1 | 0.645 | 0.645 |   0.645 | 0.645 | 0.645 | 0.645 | 0.645 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ogata&keyword=%E8%97%AA%E7%94%B0%E6%9D%91                                                                                                                                   |
|     1 | 0.642 | 0.642 |   0.642 | 0.642 | 0.642 | 0.642 | 0.642 |  0.000 |  77066.000 |  77066.000 |    77066.000 |  77066.000 | GET    | /keyword/%E4%BF%A1%E8%B6%8A%E6%9C%AC%E7%B7%9A                                                                                                                                           |
|     1 | 0.636 | 0.636 |   0.636 | 0.636 | 0.636 | 0.636 | 0.636 |  0.000 |   2073.000 |   2073.000 |     2073.000 |   2073.000 | GET    | /keyword/ARK                                                                                                                                                                            |
|     1 | 0.627 | 0.627 |   0.627 | 0.627 | 0.627 | 0.627 | 0.627 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=skjm&keyword=%E5%85%AB%E7%94%B0%E5%B0%8F%E5%AD%A6%E6%A0%A1                                                                                                                  |
|     1 | 0.625 | 0.625 |   0.625 | 0.625 | 0.625 | 0.625 | 0.625 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=naoyat&keyword=%E8%A6%B3%E9%9F%B3%E6%A9%8B                                                                                                                                  |
|     1 | 0.621 | 0.621 |   0.621 | 0.621 | 0.621 | 0.621 | 0.621 |  0.000 |  25613.000 |  25613.000 |    25613.000 |  25613.000 | GET    | /keyword/%E9%A6%99%E5%8F%96%E9%83%A1                                                                                                                                                    |
|     1 | 0.619 | 0.619 |   0.619 | 0.619 | 0.619 | 0.619 | 0.619 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ntsutsumi&keyword=284%E5%B9%B4                                                                                                                                              |
|     1 | 0.611 | 0.611 |   0.611 | 0.611 | 0.611 | 0.611 | 0.611 |  0.000 |   3856.000 |   3856.000 |     3856.000 |   3856.000 | GET    | /keyword/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%B3                                                                                                                                           |
|     1 | 0.611 | 0.611 |   0.611 | 0.611 | 0.611 | 0.611 | 0.611 |  0.000 |  13694.000 |  13694.000 |    13694.000 |  13694.000 | GET    | /keyword/%E9%9B%86%E4%B8%AD%E6%B2%BB%E7%99%82%E5%AE%A4                                                                                                                                  |
|     1 | 0.611 | 0.611 |   0.611 | 0.611 | 0.611 | 0.611 | 0.611 |  0.000 |  35391.000 |  35391.000 |    35391.000 |  35391.000 | GET    | /keyword/%E8%8F%96%E8%92%B2%E7%94%BA                                                                                                                                                    |
|     1 | 0.606 | 0.606 |   0.606 | 0.606 | 0.606 | 0.606 | 0.606 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=springmt&keyword=%E3%82%A6%E3%83%BC%E3%82%BA                                                                                                                                |
|     1 | 0.606 | 0.606 |   0.606 | 0.606 | 0.606 | 0.606 | 0.606 |  0.000 |   2383.000 |   2383.000 |     2383.000 |   2383.000 | GET    | /keyword/%E3%83%A9%E3%82%A4%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0                                                                                                                         |
|     1 | 0.603 | 0.603 |   0.603 | 0.603 | 0.603 | 0.603 | 0.603 |  0.000 |   4695.000 |   4695.000 |     4695.000 |   4695.000 | GET    | /keyword/%E9%AD%94%E7%99%BE%E5%90%88%E3%81%AE%E6%81%90%E6%80%96%E5%A0%B1%E5%91%8A                                                                                                       |
|     1 | 0.602 | 0.602 |   0.602 | 0.602 | 0.602 | 0.602 | 0.602 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=springmt&keyword=%E3%82%B7%E3%83%8A%E3%83%84%E3%83%92%E3%82%B3                                                                                                              |
|     1 | 0.601 | 0.601 |   0.601 | 0.601 | 0.601 | 0.601 | 0.601 |  0.000 |  10409.000 |  10409.000 |    10409.000 |  10409.000 | GET    | /keyword/%E7%B4%8D%E6%B6%BC%E5%BA%8A                                                                                                                                                    |
|     1 | 0.600 | 0.600 |   0.600 | 0.600 | 0.600 | 0.600 | 0.600 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=hoto&keyword=%E7%A9%BA%E5%8D%B0%E5%AF%BA                                                                                                                                    |
|     1 | 0.596 | 0.596 |   0.596 | 0.596 | 0.596 | 0.596 | 0.596 |  0.000 |  10912.000 |  10912.000 |    10912.000 |  10912.000 | GET    | /keyword/%E6%B4%A5%E9%AB%98%E5%9C%B0%E5%9F%9F                                                                                                                                           |
|     1 | 0.595 | 0.595 |   0.595 | 0.595 | 0.595 | 0.595 | 0.595 |  0.000 |   4337.000 |   4337.000 |     4337.000 |   4337.000 | GET    | /keyword/840%E5%B9%B4                                                                                                                                                                   |
|     1 | 0.593 | 0.593 |   0.593 | 0.593 | 0.593 | 0.593 | 0.593 |  0.000 |   3110.000 |   3110.000 |     3110.000 |   3110.000 | GET    | /keyword/%E3%82%AF%E3%83%90%E3%83%B3%E5%B7%9D                                                                                                                                           |
|     1 | 0.584 | 0.584 |   0.584 | 0.584 | 0.584 | 0.584 | 0.584 |  0.000 |  10862.000 |  10862.000 |    10862.000 |  10862.000 | GET    | /keyword/%E3%82%B9%E3%83%86%E3%82%A3%E3%83%BC%E3%83%96%E3%83%BB%E3%82%A2%E3%82%A4%E3%82%B6%E3%83%BC%E3%83%9E%E3%83%B3                                                                   |
|     1 | 0.582 | 0.582 |   0.582 | 0.582 | 0.582 | 0.582 | 0.582 |  0.000 |  16709.000 |  16709.000 |    16709.000 |  16709.000 | GET    | /keyword/WaT                                                                                                                                                                            |
|     1 | 0.582 | 0.582 |   0.582 | 0.582 | 0.582 | 0.582 | 0.582 |  0.000 |   2147.000 |   2147.000 |     2147.000 |   2147.000 | GET    | /keyword/%E5%8D%97%E6%B8%AF%E7%B7%9A                                                                                                                                                    |
|     1 | 0.581 | 0.581 |   0.581 | 0.581 | 0.581 | 0.581 | 0.581 |  0.000 |  12305.000 |  12305.000 |    12305.000 |  12305.000 | GET    | /keyword/%E9%AC%BC%E5%8C%97%E7%94%BA                                                                                                                                                    |
|     1 | 0.567 | 0.567 |   0.567 | 0.567 | 0.567 | 0.567 | 0.567 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=rozary&keyword=%E5%BE%A1%E5%AE%BF%E9%A7%85                                                                                                                                  |
|     2 | 0.040 | 0.526 |   0.566 | 0.283 | 0.040 | 0.040 | 0.040 |  0.243 |   2555.000 |   2555.000 |     5110.000 |   2555.000 | GET    | /keyword/11%E6%9C%88%20%28%E6%97%A7%E6%9A%A6%29                                                                                                                                         |
|     1 | 0.564 | 0.564 |   0.564 | 0.564 | 0.564 | 0.564 | 0.564 |  0.000 |   3544.000 |   3544.000 |     3544.000 |   3544.000 | GET    | /keyword/2099%E5%B9%B4                                                                                                                                                                  |
